
Indicatif présent
Premier groupe

abiter

lever
P3	levoit (1)

lire1
P3	lisoit (2), lirra (1), lissoit (1), looit (1)

lire2
P3	lissoit (1)

löer1
P6	looient (2)

maintenir
P3	meintenoit (3)

mander
P3	mandoit (2)

mangier
P1	mengoie (1)
P3	mengoit (9), mengoient (1), menjoit (1)
P6	mengoient (2), menjoient (1)

manoir1
P2	manoit (1)
P3	manoit (9)
P6	manoient (8)

mener
P3	menoit (19)
P6	menoient (4)

metre2
P3	metoit (3)
P6	metoient (1)

morir
P3	moroit (1), morut (1)
P6	moroient (4)

mostrer
P3	mostroit (3)

moudre1
P3	moloit (1)

moutepliier
P6	monteplioient (1)

movoir
P3	movoit (4)
P6	movoient (1)

mugir
P3	mujoit (1)

nagier
P6	najoient (1)

naistre
P3	nessoit (1)

noncier1
P3	nonçoit (1)

norrir
P1	norri (1)
P3	norrissoit (1)

nöer1
P6	nooient (1)

nöer2
P6	nooient (1)

ocire
P3	ocioit (1), ochioit (1)

ofrir
