
Groupe scy :  ss
emperëor	117	empereors	4	empereor	51	empereres	44	empereror	1	emperere	1	em﻿pereor	6	em﻿pereres	7	empereur	1	Empereor	1	Empereres	1	
enchantëor	1	enchanteresses	1	
enfer	12	infer	11	
enfermeté1	31	enfermetez	15	enfertez	1	
eresie	1	erisie	1	
erre3	1	oirre	1	
error1	5	erreur	2	erreurs	2	
escandle	1	escandres	1	
escring	1	escrin	1	
escriture	14	escriptures	1	escripture	1	Escriptures	1	
escroler	2	escrollemenz	1	
esfoudre	1	effoudre	1	
espart	2	esparz	1	
esperit	32	esperiz	4	Esperiz	2	
esperitos	1	esperitueus	1	
essemplaire2	1	exemplaire	1	
estorbeillon	1	estorbellons	1	
estraim	2	estrein	2	
estrument	1	estrumenz	1	
fameliier	1	famuliers	1	
farine	1	ferine	1	
fauçart	3	fauchart	3	
fermëure	1	fermeüre	1	
flor1	2	fleurs	1	fleur	1	
forest	5	forés	1	forez	1	
forment	2	formenz	1	
fornaise	2	fornese	1	
franchise	1	francise	1	
frenge	1	frange	1	
fruit	7	fruis	2	
frëor	1	freor	1	
fublëure	3	asfubleüre	3	
fuerre2	6	fuere	1	
garantir	4	garantie	1	
garantise	2	garantisse	1	
garison	8	guerissons	1	garisson	2	guerisson	1	guerison	2	
governëor	5	governeres	5	
graignor	1	grignors	1	
grain	2	grein	2	
grandor	4	grandeur	4	
grec	3	greu	3	
gresil	3	gresiuz	3	
gré2	3	gre	1	grez	1	
guerredon	2	gueredon	1	
guerredonëor	1	guerredonieres	1	
haire	7	heires	2	heire	3	
hauberc	1	haubers	1	
idle	23	ydre	9	ydres	11	
incarnacïon	1	incarnation	1	
ipocrisie	1	ycrisie	1	
iver2	3	yvier	1	yver	1	ivier	1	
jor	247	jour	10	iorz	1	
jugëor	3	jugieres	2	Jucheor	1	
ladre	1	lazere	1	
langor	2	languer	1	
langoros	5	languereus	4	
largece	1	largesce	1	
larme	4	lermes	3	
larron	9	leres	1	lerres	2	
lavëure	1	laveüres	1	
lepros	5	lyepreus	2	liepreus	1	
letre	10	lettres	8	
licor	6	liqeur	1	licuieur	1	liqueur	4	
lieu	144	liquieur	1	
livre1	20	lievres	1	
loiier	5	loier	5	
lombart	3	Longuebarz	2	Longuebars	1	
luminaire	4	lumineres	1	
maistre	17	mestre	6	mestres	10	
malëuros	5	maleüreus	2	
mangier	85	mengier	1	
marchëandise	4	marcheandise	4	
marchëant	16	marcheant	7	marcheanz	8	marcheans	1	
marinier	9	maronier	1	
marsdi	1	mardi	1	
martel	2	marteaus	1	
martir	18	martyrs	7	martyr	9	
martire2	7	martyre	7	
marïage	4	mariage	4	
matiere	2	matere	2	
meillor	7	miudre	1	
memoire	5	memorie	1	
mercredi	3	miercredi	1	
merveille	25	mervelle	10	
merveillos	10	merveilles	1	
mescroire	5	mescreanz	1	
mescrëant	1	mescreanz	1	
milier	1	milliers	1	
morir	92	morz	3	mort	2	
mors1	7	meurs	5	murs	1	
mort	56	morz	1	mors	1	
mostier	51	moustier	2	
mäistire	1	maiestire	1	
odor	3	odeurs	1	odeur	1	
ofrende	3	offrandes	2	offrendes	1	
onor	39	oneur	22	honeur	9	ouneur	2	
oraison	15	orisons	8	oroison	1	orison	4	oroisons	2	
ore3	47	eure	20	eures	2	heures	7	heure	7	
oreille	3	orelles	1	
oreillier3	1	orelliers	1	
orfenin	3	orphenins	3	
orfèvre	7	orfevre	3	orfevres	4	
orison	142	orissons	104	orisson	36	
orribleté	1	oribleté	1	
oscurté	1	oscurité	1	
paradis	4	paradiz	2	
parent	6	parenz	4	
parfont	7	parfons	1	
parmanable	37	parmenables	1	
paroisse	2	parroce	1	parosse	1	
part1	31	parz	12	pars	1	
pastor	14	pasteur	9	
pechëor	6	pecheors	2	pecheor	1	pechierres	3	
peril	16	perius	1	
persecucïon	3	persecutions	3	
piere	32	pierres	20	pierre	11	
plor	2	pleur	1	
plorement	3	ploremenz	2	
plusor	142	pluiseur	6	pluisor	6	pluiseurs	2	pluisors	4	
porcel	1	porceaus	1	
port2	30	pors	1	porz	2	
portraire	1	porreture	1	
povreté	8	Povretez	1	poverté	5	povertez	1	
predicacïon	9	predication	7	predications	1	predicaton	1	
present1	4	presenz	1	
presoncïon	1	presomption	1	
prestre	85	pretres	1	
prevost	18	prevoz	10	
prevoste	5	prevost	2	prevoz	3	
priier	163	prieur	2	
priiere	59	proiere	26	proieres	33	
prison	17	prissons	1	prisson	6	
privilege	2	previlege	1	
pro	4	preudomes	1	preu	1	
procurëor	1	procureres	1	
prodome	47	preudome	9	preudom	31	prodom	1	preudomes	4	
profecie1	1	prophesie	1	
profete	9	prophete	3	prophetes	5	prophetie	1	
proprïeté	1	proprietet	1	
prëechement	1	preeschement	1	
prïor	7	prieur	2	prieus	2	prieurs	3	
pëor	52	poor	43	paor	1	peor	1	pueur	1	pueurs	1	periuz	1	poors	1	poour	1	
pöoir	408	pooir	9	
raison	21	reson	6	resons	7	reison	2	reisons	1	raisson	3	ressons	1	
raplegier	1	raplegement	1	
refretoir	1	refectoir	1	
refuiement	1	refuiemenz	1	
regart	3	regarz	2	
regne	22	reigne	3	
regïon	19	regions	7	region	12	
reim	1	reins	1	
religïon	14	religion	14	
religïos	16	religieus	1	relegieus	1	
relique	8	reliqes	5	
remembrance	2	ramembrance	2	
remissïon	5	remission	4	remissions	1	
renom	1	renon	1	
renomee	10	renoumee	1	
repos	2	repoz	1	
repromissïon	1	repomissions	1	
resne2	2	regnes	2	
respit	2	respiz	1	
resplendissor	3	resplendisseur	3	
resplendor	1	resplendeur	1	
resurrecïon	4	resurrection	4	
retorique	1	rectorique	1	
richece	20	richesces	11	richesce	7	
riule	10	ruile	2	regle	1	ruigle	1	
robëor	3	robeor	1	robeors	1	robeeur	1	
roche3	21	roce	1	
romain	11	roumeinz	1	
rëondece	1	reondece	1	
rëont	1	reonde	1	
röe	1	roe	1	
röine1	1	roïne	1	
rüe2	1	rue	1	
sacrefise	3	sacrefices	3	
sagremor	1	sicamor	1	
sairement	4	seremenz	1	serement	3	
sarcou	6	sarqu	4	sarqeu	2	
sarrasin	18	Sarrazinz	6	Sarrazins	1	Sarrazin	2	
sauvëor	4	sauveres	1	Sauveor	1	Sauveres	1	
savor	2	saveur	1	
secors	11	socors	3	soucors	1	
secrestain	2	secretein	1	secreteins	1	
seignor	775	messires	27	Sires	134	Signor	383	Signeur	5	Seigneur	1	signeur	8	sires	13	Segnor	2	signor	21	sire	11	Sire	47	signors	8	signeurs	1	monsigneur	64	Messires	2	mesires	1	Monsigneur	7	Signour	3	monsignor	17	Monsignor	3	
seignorie	29	signorie	22	segnorie	2	signories	1	
sepouture	29	sopouture	4	
serein	1	serain	1	
serf	28	serz	8	sers	8	Serz	3	
serjant	35	serjanz	21	
seror	6	suers	1	suer	2	sereur	1	
serpent	12	serpenz	11	
servise	22	service	19	services	3	
servitor	1	servitoirs	1	
sofraite	2	sosfrete	1	soffrete	1	
sort2	3	sorz	1	sourz	1	
sosdïacre	1	sozdiacres	1	
surrectïon	1	surrection	1	
süaire	3	suaire	3	
süor1	1	sueur	1	
teatre	1	theatre	1	
tempoire	7	tempore	1	temporie	1	tenpore	1	
tenebre	3	teniebres	3	
terre	151	tere	2	
tiran	1	tyrant	1	
tonoire	4	tonoirres	1	
torment	8	tormenz	6	
torterole	1	torterele	1	
trait	3	tret	2	
translacïon	5	translation	5	
travail	17	travaus	2	
tref2	2	trés	2	
trespasser	77	trespassanz	1	
tribulacïon	3	tribulation	1	tribulations	2	
tristece	8	tristreces	1	tristrece	4	
trone	1	trosne	1	
träison	8	traïsson	5	traïson	3	
träitor	1	traïteur	1	
trëu	1	treus	1	
turchier	1	Turs	1	
uevre	155	oevres	87	oevre	62	euvre	1	
vendredi	2	venredi	2	
vendëor	1	venderres	1	
veneracïon	2	veneration	2	
ventrail	1	ventreil	1	
venëor	8	veneors	6	veneor	1	
verdor	1	verdeur	1	
verité	12	veritez	1	
vers1	4	ver	1	
vestëure	52	vesteüre	34	vesteüres	18	
vieillart	1	viellarz	1	
virginité	4	virgnité	1	
voirre	8	voire	1	
vïaire1	10	viaire	9	viaires	1	
ëur	11	heures	1	eure	6	hore	1	eures	1	heure	2	

labdacisme ?
balancier	1	balance	1	
celer1	15	celé	1	celee	4	celees	1	celer	5	cela	3	celebroient	1	


