Graphie du mot Dieu
Lemme : dieu	195
Deu	112
Dex	79
Diu	2
Dé	1
Deus	1

Graphie du mot lieu
Lemme : lieu	142
leu	95
leus	26
liu	13
lius	4
lieu	3
lieus	1

§10 Réduction de e ouvert libre en i
chaçassent	1
chaçoient	1

Lemme :chanter	36
chantent	1
chanterent	2
chantoient	4
chanta	1
chantant	4
chante	1
chantee	6
chantees	1
chantent	1
chanter	6
chanterai	1
chanterent	2
chanterons	1
chantez	1
chantoient	4
chantoit	6
chanté	1

Lemme :charitable	1
charitablement	1

Lemme :chaste	2
chastement	2

Lemme :chastiier	8
chastioient	1

Lemme :chevauchier	1
chevauchierent	1

Lemme :chäeine	8
chaenes	1

Lemme :chëoir	75
cheoient	1
cheïrent	9

Lemme :citëain	4
citoien	4

Lemme :clore	6
cloent	1
clostrent	1

Lemme :comander	165
comandassent	1
comanderent	5
conmanderent	2
comanda	56
comandas	1
comandassent	1
comandast	4
comandastes	1
comande	7
comandee	1
comandees	1
comandera	1
comanderent	5
comandes	1
comandoit	1
comandé	14
comant	4
comanç	7
conmanda	34
conmandas	1
conmandast	1
conmande	3
conmander	2
conmanderent	2
conmanderoit	1
conmandez	1
conmandoit	2
conmandé	5
coumanda	4
coumandé	1
coumant	1
coumanç	1

Lemme :comant	6
comandement	1
comandement	1
comans	1
conmant	2
conmanz	2

Lemme :combatre	12
combatissent	1

Lemme :combrisier	9
combrisassent	1

Lemme :comparer2	2
comperassent	1

Lemme :complaindre	9
complegnoient	1
compleignoient	1
compleinstrent	1

Lemme :comporter	2
comportoient	2

Lemme :concorder	1
concorderent	1

Lemme :conforter	9
confortoient	1

Lemme :conoistre	61
coneüssent	2
conissoient	1
conneüssent	1
connurent	1
conoissent	4
conoissoient	2
conurent	4

Lemme :conte1	26
cuens	17

Lemme :conter	183
conterent	5
contant	2

Lemme :convertir	16
convertirent	2
convertissent	1
convertissoient	1

Lemme :corir	55
corurent	14
courant	1

Lemme :corporel	3
corporelment	2

Lemme :corrocier	26
corrocierent	1

Lemme :couchier	45
couchierent	3
coucierent	3

Lemme :covoitier	13
covoitassent	1

Lemme :covrir	20
covrirent	2
covroient	2

Lemme :criembre	25
cremirent	2
cremissent	1
cremoient	2
criement	1

Lemme :croire	94
creoient	8
creüssent	2
croient	6
crurent	2
creanz	1

Lemme :croistre	12
croissoient	1
crurent	1

Lemme :crucefiier	8
crucefierent	6

Lemme :crïer2	42
crierent	2
crioient	8
criant	2

Lemme :cuidier1	85
cuident	8
cuidierent	8
cuidoient	13

Lemme :daërrain	1
daerrenier	1

Lemme :debrisier	7
debrisassent	1

Lemme :decorir	9
decoroient	2

Lemme :defaillir	6
defaillirent	1

Lemme :deguerpir	72
deguerpesissent	1
deguerpeïssent	3
deguerpirent	7
deguerpissent	4
deguerpissoient	2

Lemme :demander	84
demandassent	1
demandent	1
demanderent	10
demanda	35
demandai	2
demandames	3
demandassent	1
demandast	2
demande	4
demandent	1
demander	8
demanderent	10
demandes	4
demandez	2
demandoit	6
demandomes	1
demandons	1
demandé	4

Lemme :demorer	60
demoerroient	1
demorassent	1
demorerent	3
demoroient	1

Lemme :departir	108
departirent	11
departoient	2

Lemme :depecier	16
depecheroient	1
depecierent	1
depeçassent	1
depeçoient	1

Lemme :derompre	6
derrompirent	1

Lemme :descirier	7
desciroient	1

Lemme :desconfire	2
desconfeïssent	1

Lemme :descopler	1
descouplerent	1

Lemme :descorder1	1
descordoient	1

Lemme :desdeignier	2
desdeignassent	1

Lemme :desesperer	3
desesperassent	1

Lemme :desfermer	5
desfermassent	1

Lemme :desirrer	22
desiroient	1
desirrent	1
desirroient	4

Lemme :despire	13
despirent	1
despiroient	1
despisent	1
despisoient	2
desposeroient	1

Lemme :destruire	43
destruisissent	1

Lemme :deviser	13
devisoient	1

Lemme :devoir	169
deveroient	1
devoient	23
devroient	2
doivent	8
durent	2

Lemme :devorer	1
devoroient	1

Lemme :devorer1	8
deveurent	1
deviserent	2
devoroient	1

Lemme :devot	1
devotement	1

Lemme :digne	17
dignement	2
dignemnent	1

Lemme :dire	955
deïssent	2
dient	5
diroient	1
disoient	29
distrent	72
rendi	1
disant	3

Lemme :doloros	11
dolereusement	3

Lemme :doloser	1
dolousoient	1

Lemme :doner	186
donassent	3
donerent	8
donoient	2

Lemme :donëor	1
veneor	1

Lemme :dormir	15
dormoient	2
dormant	1

Lemme :doter1	4
dotent	1
doutoient	1

Lemme :doter2	21
dotoient	3
doutassent	1
doutent	1
doutoient	1

Lemme :douz	41
docement	15
doucement	3

Lemme :drecier	6
drecierent	4

Lemme :droit	51
droitement	1

Lemme :droiturier2	11
droiturierement	1

Lemme :däerrain	16
daerrenier	1
daerrenieres	1
daerriene	1

Lemme :dïemanche	8
diemence	8

Lemme :embelir	1
enbelie	1

Lemme :embracier	4
enbracier	1

Lemme :emporter2	28
emporterent	12
emporteroient	2
emportoient	4

Lemme :entr'oblïer	1
entrobliee	1

Lemme :errer2	5
errerent	1
errant	3

Lemme :esbäir	21
esbahirent	2
esbahissoient	2

Lemme :eschaper	13
eschaperent	1

Lemme :escouter	20
escoutoient	4

Lemme :escroler	2
escrollemenz	1

Lemme :esforcier2	3
efforcierent	1
esforcierent	1

Lemme :esgarder	37
esgardassent	1
esgarderent	2
esgardoient	6

Lemme :esjöir	4
esjoïssent	1
esjoïssoient	2

Lemme :eslaissier	2
esleeçassent	1

Lemme :eslire	17
esleürent	1
eslurent	1

Lemme :esloignier	5
eslongent	1

Lemme :eslëecier	18
esleecierent	2
esleeçassent	1
esleeçoient	3
esleeçanz	1

Lemme :esmerveillier	30
esmerveillierent	5
esmerveilloient	1
esmervellierent	2
esmervelloient	2

Lemme :esmovoir	20
escommovoient	1
esmurent	5

Lemme :esperitüel	2
spirituelment	1

Lemme :esploitier	11
esploitierent	1

Lemme :esprover	14
esproverent	2

Lemme :esrachier2	1
esrachassent	1

Lemme :establir	19
establirent	1

Lemme :estre1	2953
erent	18
estoient	347
furent	130
fussent	36
seroient	2
soient	14
estant	3

Lemme :estreindre	4
estreinstrent	1

Lemme :estriver	2
estriverent	1

Lemme :esvanöir	10
esvanuirent	1
esvanui	8
esvanuirent	1
esvanuï	1

Lemme :esveillier	14
esveillierent	3
revellierent	1

Lemme :etiope	1
Ethyopiens	1

Lemme :faire	991
facent	2
faisoient	8
faissoient	2
feisoient	2
feroient	10
fesoient	17
feïssent	13
firent	51
fissent	1
faisant	2
fesant	2

Lemme :falir	11
faillent	1

Lemme :feindre	1
feinstrent	1

Lemme :felon	14
felenesse	1

Lemme :ferir	23
ferirent	1

Lemme :finer	19
finent	1

Lemme :flaire	1
flairoient	1

Lemme :floter	1
flotoient	1

Lemme :forfaire	4
forfeïssent	1

Lemme :fort	6
forment	1

Lemme :franc1	2
franchement	1
franchement	1
frans	1

Lemme :fuir	22
enfoïrent	1
enfuioient	1
enfuioit	1
fouissent	1
foïssent	1
fuioient	1
fuiant	1

Lemme :fëel	3
feelment	1

Lemme :fïer	2
fioient	1

Lemme :gaber	1
gaboient	1

Lemme :gaitier	10
gaitoient	2
guaitent	1
guetent	1
guetoient	1

Lemme :garder	85
gardassent	2
gardent	3
garderent	2
gardoient	8

Lemme :gaster	4
guasterent	1

Lemme :gemir	8
gemirent	1
jemissoient	1

Lemme :gerir	48
guerissoient	5

Lemme :geter	3
getassent	1
getoient	1

Lemme :glorefiier	9
gloirefierent	4

Lemme :glorïos	14
glorieusement	1

Lemme :gracier	7
gracierent	6

Lemme :grever	11
greverent	1
greveroient	1
grevoient	1

Lemme :hanter	4
hantent	1
hantent	1
hanter	1
hantez	2

Lemme :hardir	1
hardirent	1

Lemme :huchier1	4
huçoient	1

Lemme :häir	10
haoient	2
haïssent	1
heent	2

Lemme :issir	96
issent	1
issirent	7
issisent	1
ississent	2
issoient	3

Lemme :ivel	5
ivelment	2
ovelment	1

Lemme :jesir	64
gisoient	3
jurent	1
gisant	2
gissant	1

Lemme :jeter	38
geterent	4
getoient	1
gieterent	2

Lemme :jonece	3
jovenece	3

Lemme :joneté	1
joventé	1

Lemme :jurer	14
jurerent	1

Lemme :justicier2	2
justicent	1

Lemme :jëuner	8
jeunoient	1

Lemme :jöer	1
joeroient	1

Lemme :laborer	2
laboroient	1

Lemme :lacier	2
lacierent	1

Lemme :laissier	144
leissent	1
leissoient	1
lessasent	1
lessassent	5
lessent	1
lesseroient	1
lessierent	21
lessoient	2

Lemme :lait1	9
laidement	1

Lemme :lancier3	1
lançoient	1
lançoient	1

Lemme :langagier	2
ledengier	1
lesdengier	1

Lemme :laver	14
lavassent	1
laverent	1
lavoient	1

Lemme :legier2	6
legierement	2

Lemme :lever	59
leverent	4

Lemme :liier3	16
lierent	2

Lemme :limer	1
liment	1

Lemme :lire1	20
leüssent	1

Lemme :livrer	3
livrerent	1

Lemme :lïon	32
liens	2

Lemme :löer1	27
loerent	8
looient	2
loant	5

Lemme :mander	25
manderent	1
manda	18
mander	1
manderent	1
mandoit	2
mandé	1
mandés	1
mant	1

Lemme :mangier	85
menga	5
mengassent	1
mengast	2
mengastes	1
mengerai	2
mengeroit	3
mengerons	2
mengeront	1
mengier	30
mengierent	5
mengiers	2
mengiez	1
mengié	8
mengoie	1
mengoient	3
mengoit	9
menguce	1
mengue	2
menja	1
menjames	1
menjoient	2
menjoit	1
menjuces	1

Lemme :manoir1	22
manoient	8
manoient	8
manoir	3
manoit	10

Lemme :mesfaire	5
meffirent	1

Lemme :metre2	220
metoient	1
meïssent	4
misent	3
mistrent	32

Lemme :moins	10
mendres	1

Lemme :morir	92
moroient	4
morurent	2
morussent	1
muerent	1

Lemme :mostrer	24
mostrerent	4

Lemme :moutepliier	1
monteplioient	1

Lemme :movoir	41
meüssent	3
moveroient	1
movoient	1
murent	3

Lemme :mëisme	105
meïsmement	2

Lemme :nagier	3
najoient	1
nagant	1

Lemme :naistre	30
naissent	1
nessent	2

Lemme :net2	3
netement	2

Lemme :noble1	2
noblement	1

Lemme :noiier2	3
noierent	1

Lemme :noncier1	17
noncierent	7

Lemme :noter2	2
noterent	1

Lemme :nöer1	1
nooient	1

Lemme :nöer2	1
nooient	1

Lemme :ocire	54
oceïssent	1
ociroient	1
ocirroient	1
ocistrent	2

Lemme :ofrir	3
offrirent	1

Lemme :on	176
en	133

Lemme :oneste	4
honestement	1

Lemme :onorable	7
honorablement	4

Lemme :onorer	13
honeurent	2
honorassent	1
honoroient	2
oneroient	1

Lemme :ordoner	1
ordenees	1

Lemme :orgoillir	2
orguellesissent	1

Lemme :orrible	13
oriblement	2

Lemme :oser	46
oserent	8
oseroient	1
osoient	2

Lemme :oster2	22
ostassent	2
osterent	1

Lemme :otroiier	39
otroierent	2

Lemme :ovrer	14
ovrerent	1
ovroient	1

Lemme :ovrir	17
ovrirent	1

Lemme :oïr	14
oïrent	2

Lemme :pardoner	12
pardonerent	1

Lemme :parfaire	15
parfirent	1

Lemme :parler	153
parlassent	2
parlerent	8
parloient	3
parlant	1

Lemme :parmanable	37
parmenable	27
parmenablement	8
parmenables	1

Lemme :partir	56
partirent	11

Lemme :passer1	13
passerent	2
passoient	1

Lemme :perdre	40
perdent	2
perdirent	1
perdissent	1
perdoient	1

Lemme :perir	12
perirent	1
perissoient	2

Lemme :peschier2	6
peschoient	1

Lemme :plaindre	7
plaignoient	2
pleinstrent	1

Lemme :plaire	30
plaierent	1
pleisoient	1
plesanz	3

Lemme :plein	48
Pleinement	1
pleinement	14

Lemme :plorer	78
ploroient	10
plorant	30

Lemme :porchacier	4
porchaceroient	1

Lemme :porporter	1
porportoient	1

Lemme :porsivre	2
porsivoient	1

Lemme :porter	72
portassent	1
portent	1
porterent	2
portient	1
portoient	7
portant	1
portanz	1

Lemme :premier	30
premierement	1

Lemme :prester	14
prestassent	1
presterent	1

Lemme :priier	163
priierent	2
prioient	1
proiassent	2
proierent	24
proioient	1

Lemme :prinseignier	4
prensignast	1
prensigniez	1

Lemme :prisier	1
proisoient	1

Lemme :privé1	3
priveement	1

Lemme :proiier	3
prooient	2

Lemme :prometre	14
promettent	1
proumistrent	1

Lemme :propre	19
proprement	3

Lemme :prëechier	40
preechierent	1
preechoient	2
preeschoient	1
preeçoient	1
prenderons	1
preecant	1
preechant	2
preeschant	1

Lemme :pëoros	2
poorosement	2

Lemme :pöoir	408
Peüssent	1
peüssent	19
pooient	21
porent	18
poroient	1
porrent	6
porroient	6
pueent	4
puent	2
puissent	12

Lemme :querre	51
qeroient	4
qeïssent	2
qierent	1
qistrent	3
quisissent	1
qerant	3
querant	4

Lemme :rachater	8
rachatassent	1

Lemme :raisnier	1
resnierent	1

Lemme :raler	17
ralassent	1
ralerent	5

Lemme :rapaisier	2
rapaisierent	1

Lemme :raplegier	1
raplegement	1

Lemme :raporter	4
raporterent	1
raportoient	1

Lemme :raviser	2
ravissent	1

Lemme :ravoir2	10
raveroient	1
ravoient	1

Lemme :recevoir	109
recevoient	3
recevroient	1
receüssent	1
reciurent	1
reçoivent	1
reçurent	3

Lemme :reclamer	13
reclaiment	7
reclamoient	4

Lemme :reconoistre	10
reconurent	1
regnoissoient	1

Lemme :reconter	93
racontent	4
raconterent	6
racontoient	1
recontent	1
reconterent	1

Lemme :refaire2	2
refirent	1

Lemme :regarder	38
regarderent	4
regardoient	1
reporpensés	1
resgardoient	1

Lemme :rejehir	14
regehirent	2
regehissoient	1

Lemme :relever	7
releverent	2

Lemme :religïos	15
religieusement	1

Lemme :remander	5
remanderent	1
rendons	2
remanda	2
remanderent	1

Lemme :remanoir	35
ramenoit	1
remena	2
remenerent	1
remistrent	3
remanoit	1
remanroit	1
remansist	1

Lemme :repaire	19
repairassent	1

Lemme :repairier	76
repairierent	9
repairoient	2
repeirierent	4
repeiroient	1
reperierent	2
reperoient	1

Lemme :repondre	15
reponoient	1
repostement	1

Lemme :reporter	7
reporterent	2
reporteroient	1

Lemme :reposer	16
recoverroient	1
reposerent	1
reposoient	1

Lemme :requerre	40
reqeroient	1
reqierent	1
reqistrent	1
requeroient	1

Lemme :resemer	1
resemerent	1

Lemme :respondre1	129
respondirent	17
respandi	1
respant	1

Lemme :ressaiier	1
ressaierent	1

Lemme :restre	2
restrestrent	1

Lemme :retorner	23
retornerent	4

Lemme :retraire	18
retrestrent	1

Lemme :riche	56
richement	1

Lemme :salir1	1
saillirent	1

Lemme :salir2	8
saillirent	2

Lemme :savoir	418
sacent	2
sauroient	1
savoient	28
sevent	4
seüssent	7
sorent	30

Lemme :servir	67
servent	10
servirent	1
servissent	4
servoient	9

Lemme :sivre	17
sivent	1
sivirent	2
sivissent	2
sivoient	6
suirent	1

Lemme :sodain	3
soudainement	1
soudeinement	2

Lemme :sofrir	53
sofferroient	1
soffrissent	2
soffroient	1
sosfroient	2

Lemme :sol1	42
seulement	1

Lemme :soloir	36
soloient	9

Lemme :soner	2
sonoient	1

Lemme :sosmetre1	3
sosmetoient	1
sosmistrent	1

Lemme :sospirer	5
sospiroient	1

Lemme :sostraire	1
soztreroient	1

Lemme :sotil	1
soutiument	1

Lemme :säoler	6
saoulerent	1

Lemme :sëoir	28
seoient	3
seïssent	1
seant	4

Lemme :taire	21
teurent	3
teürent	1
teüssent	2
teisanz	1

Lemme :tardif	1
tardivement	1

Lemme :tesmoignier	21
tesmoignent	2
tesmoigneroient	2
tesmoignierent	1
tesmoignoient	1

Lemme :tolir	24
toudroient	1

Lemme :torner	36
tornerent	5
torneroient	1

Lemme :traire	58
trainerent	1
traioient	2
traistrent	1
treoient	1
trestrent	14

Lemme :travaillier	24
travaillent	1
traveillierent	1
traveilloient	2

Lemme :trebuchier	5
trebucierent	1
trebuchant	2

Lemme :trembler1	5
tramblerent	1
trambloient	1
tramblant	2

Lemme :trespasser	77
trespassassent	1
trespasserent	2
trespassoient	3
trespassanz	1

Lemme :tresporter	2
tresportassent	1

Lemme :trestorner	7
trestorneroient	1

Lemme :trover	124
trovaissent	2
trovassent	2
troverent	28
troveroient	1
truevent	1

Lemme :valoir	10
valoient	1

Lemme :veillier2	5
veillierent	1

Lemme :veintre	13
vendroient	1
venqui	1
venquist	1

Lemme :verai	61
veraiement	5
vraiement	4

Lemme :vestir	32
vesquirent	1
vestirent	1

Lemme :vilain	23
vileinement	1

Lemme :virgin	1
virgene	1

Lemme :visable	1
visablement	1

Lemme :visiter	22
visitoient	3

Lemme :vivre1	69
vesqissent	3
vesquissent	1
vivent	5
vivoient	4
vivant	5
vivanz	1

Lemme :voloir	311
voelent	7
voellent	1
voloient	21
voudrent	7
vourent	1
vousissent	2
vuelent	1

Lemme :vëoir	446
veoient	15
verroient	1
veïssent	1
virent	67
voiant	1

Lemme :öir	284
oient	1
ooient	7
oïrent	29
oiant	3



Evolution de e fermé
Forme alternantive des infinitifs : seîr, caïr/keïr et veïrformes infinitives de voir 50
veoir (50)
formes infinitives de sëoir 5
seoir (5)
formes infinitives de chëoir 36
cheïr (2)
cheoir (34)
Confusion graphique ain pour ein Lemme :Aquitaine	3
Aqitaine	1
Aquitaine	2

Lemme :Toraine	2
Toraine	1
Toreine	1

Lemme :ainz	126
ains	1
ainz	20
einz	101

Lemme :ainzné	2
ainsnez	1
ainsné	1

Lemme :ainçois	19
ainçois	1
einçois	9
einçoiz	1

Lemme :certainement	13
certainnement	1
certeinement	11
certeinnement	1

Lemme :deforain	2
deforains	1
deforeines	1

Lemme :däerrain	16
daerrain	1
daerraines	1
daerrein	7
daerreine	2
daerreines	1
daerreinieres	1

Lemme :lointain	10
lointaine	1
lontaine	1
lontaines	2
lonteines	1

Lemme :main2	107
main	1
mein	47
meins	51
meinz	8

Lemme :maint	60
maintes	1
Meint	1
meins	1
meint	18
meinte	2
meintes	34
meinz	3

Lemme :maintenir	15
maintint	1
Meintiegne	1
meintenir	4
meintenissent	1
meintenist	1
meintenoit	3
meintenu	1
meintenue	1
meintient	1
meintint	1

Lemme :pain	32
pain	3
pein	25
peins	4

Lemme :plataine	1
plataines	1

Lemme :premerain	17
premerain	1
premeraine	4
premerains	1
premerainz	1
premerein	7
premereine	3

Lemme :prochain	21
prochaine	1
proçaine	2
proçaines	1
proceine	5
proceines	1
proceins	2
proceinz	1
prochein	1
procheine	5
procheines	1
procheins	1

Lemme :sain	16
saines	1
sein	7
seine	2
seins	1
seinz	5

Lemme :saint	1753
saint	13
Seins	4
Seint	21
Seinte	5
Seintismes	1
Seinz	85
seins	7
seint	700
seinte	119
seintes	28
seintime	7
seintimes	2
seintisme	22
seintismes	16
seinz	722

Lemme :semaine	4
semaine	1
semeine	3

Lemme :sodain	3
soudainement	1
soudeinement	2

Lemme :soverain	1
sovraine	1

Lemme :traversain	1
traversains	1





-gula > pic. iule
riule
regle	1	riule	6	ruigle	1	ruile	2	


-ilius , -ilis > pic. ius, ieus
Anatolius
Anatolius	1	Antiolus	1	Aurelius	1	

Andrius
Andriu	2	Andrius	1	

Arborius
Arborius	4	

Archemius
Archemius	1	

Arrius
Arrius	1	

Cacavius
Cacavius	1	

Cassius
Cassius	1	

Eudoxius
Eudoxius	2	

Eusebius
Eusebius	1	

Euvagius
Euvagius	1	

Evanchius
Evanchius	2	

Evitius
Evitius	1	

Flavius
Flavi	1	Flavius	1	

Lidorius
Lidorius	1	

Lucius
Lucius	1	

Marmorius
Marmorius	1	

Mathiu
Mathius	2	

Mercure
Mercurie	2	Mercurius	1	

Mercurie
Mercurie	1	Mercurius	1	

Paulin
Paulin	1	Paulins	1	Paulius	1	

Refrigerius
Refrigerius	6	

Rurtius
Rurtius	1	

Theralius
Theralius	1	

ciel
ciel	45	ciels	1	cieus	7	cius	4	

ententif
ententis	6	ententius	1	ententive	2	ententivement	4	

fil2
Fil	3	Fils	1	fil	49	filz	2	fius	1	fiuz	27	fuiz	1	

lieu
leu	95	leus	26	lieu	3	lieus	1	liu	13	lius	4	

mieus
mielz	13	mius	2	miuz	2	

peril
peril	15	perius	1	

piu
piu	3	piue	1	pius	12	

veredemius
Veredemium	2	Veredemius	1	

vieil
viel	11	viels	1	vielz	9	viez	3	vius	1	

voloir
Volez	1	Vousist	1	velt	1	veul	1	veus	4	veut	2	vius	4	viut	4	voeil	3	voel	22	voelent	7	voelle	5	voellent	1	voil	1	voldrai	1	volez	8	volions	1	voloie	1	voloient	21	voloies	4	voloir	3	voloirs	1	voloit	97	volons	4	volsist	1	volt	6	voudra	3	voudrai	1	voudrent	7	voudrions	2	voudroie	4	voudroit	7	voudroiz	1	vourent	1	vousis	1	vousissent	2	vousisses	1	vousist	14	vousistes	1	vout	60	vuelent	1	
