;C1;C2;C3;D;E2;F2;G1;M1;N1
680;1;1;1;1;1;NA;1;2;2
681;1;1;1;1;1;1;0;1;1
682;1;1;1;1;1;0;1;1;1
683;1;1;1;1;1;NA;2;1;1
684;1;1;1;1;1;1;2;1;1
685;1;1;1;1;1;1;1;2;2
686;1;1;1;1;1;0;1;1;1
687;1;1;1;1;1;0;0;1;1
688;1;1;1;1;1;0;1;1;1
689;1;1;1;1;1;NA;1;1;2
690;1;2;1;1;1;1;1;1;1
691;1;1;1;1;1;0;1;1;1
692;1;1;1;1;1;2;2;2;2
693;1;1;1;1;1;0;1;1;1
694;1;1;1;1;1;1;0;1;1
695;1;1;1;1;1;0;3;1;1
696;1;0;1;0;0;0;0;1;1
697;1;1;1;1;0;1;1;1;1
698;1;1;1;1;NA;2;2;2;2
699;1;1;1;1;1;0;1;1;1
700;1;1;1;1;1;NA;0;0;0
701;1;1;1;0;1;NA;NA;NA;NA
702;1;2;1;2;2;1;1;1;1
703;1;1;1;1;2;1;1;1;1
704;1;1;2;1;1;1;1;1;1
705;1;1;1;1;1;1;2;1;1
706;1;1;1;1;1;1;NA;1;0
707;1;1;1;1;1;0;0;1;1
708;1;2;1;1;1;1;3;1;1
709;1;1;1;1;1;0;1;1;1
710;1;1;1;1;1;NA;1;0;0
711;1;1;1;1;1;2;1;1;1
712;1;1;1;1;1;NA;2;1;1
713;1;1;1;2;2;NA;2;2;2
714;1;1;1;1;1;0;1;1;1
715;1;1;1;0;0;NA;0;0;0
716;1;2;1;3;3;NA;3;3;3
717;1;1;1;1;1;NA;1;1;0
718;1;0;1;0;0;0;1;1;0
719;1;1;1;1;1;1;2;1;3
720;1;1;1;1;1;0;0;1;1
721;1;1;1;1;0;NA;NA;1;1
722;1;1;1;1;1;NA;NA;1;2
723;1;1;1;1;1;1;2;2;3
724;1;1;1;1;1;1;2;2;2
725;1;1;1;1;1;1;2;1;1
726;1;2;1;1;1;1;1;1;1
727;1;1;1;0;0;0;0;0;0
728;1;1;1;1;1;1;1;2;2
729;1;1;1;1;1;1;0;0;0
730;1;1;1;1;1;1;1;1;2
731;1;1;1;2;2;2;1;1;NA
732;1;1;1;1;1;1;0;0;1
733;1;1;1;0;1;0;1;0;0
734;1;1;1;1;1;1;1;0;0
735;1;1;1;1;1;2;1;3;3
736;1;1;1;1;1;NA;2;NA;NA
737;1;1;1;1;1;1;2;3;1
738;1;1;1;1;1;1;1;1;2
739;1;1;1;2;0;1;4;4;1
740;1;1;1;1;1;1;0;0;1
741;1;1;1;1;1;1;1;2;2
742;1;1;1;1;1;1;2;2;2
743;1;1;1;1;1;0;1;1;0
744;1;1;1;1;1;0;1;1;1
745;1;1;2;1;1;1;2;1;2
746;1;1;2;1;1;1;2;3;1
747;1;1;1;1;1;1;2;3;1
748;1;1;1;1;1;1;0;1;1
749;1;1;1;1;1;0;NA;0;0
750;1;1;1;1;1;0;1;1;1
751;1;1;1;0;0;NA;1;3;0
752;1;1;1;1;1;1;2;1;1
753;1;1;1;1;0;1;1;1;1
754;1;1;1;1;1;1;2;1;1
755;1;1;1;1;1;1;1;1;2
756;1;1;1;1;1;1;2;1;1
757;1;1;1;1;1;0;NA;0;0
758;1;1;1;1;1;0;NA;1;1
759;1;1;1;1;1;1;2;1;1
760;1;2;3;2;2;1;2;3;3
761;1;1;1;1;1;1;2;1;1
762;1;1;1;1;1;1;2;1;1
763;1;1;1;1;1;1;0;1;1
764;2;1;1;1;2;1;2;1;2
765;1;1;1;1;1;1;0;1;1
766;1;1;1;1;1;1;2;2;2
767;1;1;1;1;1;1;2;3;4
768;1;1;1;1;1;0;NA;NA;NA
769;1;1;1;1;1;0;1;1;1
770;1;1;1;1;1;0;1;0;0
771;1;1;1;1;1;NA;2;NA;NA
772;1;1;1;1;1;2;1;1;1
773;1;1;1;1;1;2;1;1;1
774;1;1;1;1;1;1;2;3;4
775;1;1;1;1;1;1;0;1;1
776;1;1;1;1;1;1;1;2;2
777;1;2;1;2;2;0;1;2;2
778;1;0;1;1;1;1;1;1;1
779;1;NA;1;0;1;0;1;1;1
780;1;NA;1;1;1;1;1;1;2
781;1;NA;1;1;1;1;1;2;1
782;1;NA;1;1;1;1;1;2;3
783;1;NA;0;1;1;1;1;1;1
784;1;NA;1;1;1;1;1;1;2
785;1;1;1;1;1;1;2;1;1
786;1;1;1;1;1;1;0;1;1
787;1;1;1;1;1;0;0;1;1
788;1;1;1;1;1;1;0;1;1
789;1;1;1;1;1;2;3;1;1
790;1;1;1;1;1;0;1;1;1
791;1;1;1;1;1;1;1;1;2
792;1;1;1;0;1;1;0;0;0
793;1;1;1;1;1;0;0;0;0
794;1;1;1;1;1;2;0;1;1
795;1;1;1;1;1;0;1;1;1
796;1;1;1;1;1;NA;2;1;1
797;1;1;1;1;1;0;1;1;1
798;1;1;1;1;1;NA;2;2;3
799;1;1;1;1;1;1;2;1;1
800;1;1;1;1;1;1;2;1;1
801;1;1;1;1;2;3;4;1;3
802;1;1;1;1;1;1;2;1;1
803;1;1;1;1;1;1;0;1;1
804;1;1;1;1;1;0;1;1;1
805;1;1;1;1;1;0;1;1;1
806;1;2;1;2;2;2;1;1;1
807;1;1;1;1;1;0;1;1;1
808;1;1;1;1;1;1;0;1;1
809;1;1;1;2;3;2;NA;1;1
810;1;1;1;0;0;0;0;1;1
811;1;1;1;1;1;0;1;1;1
812;1;1;1;1;1;1;2;3;3
813;1;1;1;1;1;1;2;1;1
814;1;1;1;1;1;0;1;1;0
815;1;1;1;1;1;NA;0;0;NA
816;1;1;1;1;1;1;2;1;1
817;1;1;1;1;1;1;NA;2;2
818;1;1;1;1;1;0;NA;1;1
819;1;1;1;0;1;NA;NA;1;1
820;1;1;1;1;1;1;1;2;2
821;1;1;1;1;1;0;1;1;1
822;1;1;1;1;1;NA;2;2;2
823;1;1;1;1;1;0;1;1;1
824;1;1;1;1;1;0;3;1;1
825;1;1;1;2;1;3;1;1;1
826;1;1;1;1;1;0;1;1;1
827;1;1;1;1;1;0;1;1;1
828;1;1;1;1;1;NA;2;1;1
829;1;1;1;1;1;NA;NA;1;0
830;1;1;1;1;0;3;1;1;1
831;1;1;1;1;0;1;1;1;1
832;1;1;1;1;1;2;1;2;1
833;1;1;1;1;1;1;1;1;0
834;1;2;0;0;4;2;0;0;1
835;1;1;1;1;1;1;0;1;1
836;1;1;1;1;1;0;1;1;1
837;1;1;1;0;0;1;1;1;1
838;1;1;1;1;1;1;2;1;1
839;1;1;1;1;1;1;0;1;1
840;1;1;1;1;1;1;2;1;1
841;1;1;1;1;2;1;NA;1;1
842;1;1;1;1;1;1;2;2;2
843;1;1;1;1;1;1;2;2;2
844;1;1;1;1;1;1;1;2;2
845;1;1;1;1;1;0;1;1;1
846;1;1;1;1;1;NA;0;1;1
847;1;1;1;1;1;NA;1;2;2
848;1;1;1;1;1;NA;0;0;0
849;1;1;1;1;1;2;1;1;1
850;1;1;1;1;1;1;1;2;1
851;1;1;1;1;1;1;1;2;1
852;1;1;1;0;1;1;1;1;1
853;1;1;1;1;1;0;0;3;1
854;1;1;1;1;1;1;2;1;1
855;1;1;1;1;1;1;1;1;2
856;1;1;1;1;1;1;2;1;1
857;1;0;1;0;1;0;NA;0;0
858;1;1;2;2;2;2;2;2;2
859;1;1;1;1;1;0;1;1;1
860;1;1;1;1;1;0;1;1;1
861;1;1;1;1;1;NA;0;1;1
862;1;1;1;1;1;0;1;1;1
863;1;1;1;1;1;NA;1;1;2
864;1;2;1;2;2;NA;3;1;4
865;1;1;1;1;1;2;1;1;1
866;1;1;1;1;1;NA;2;1;1
867;1;1;1;1;1;0;1;1;1
868;1;1;1;2;1;NA;1;1;1
869;1;1;1;1;1;NA;2;2;2
870;1;1;2;1;1;1;1;1;1
871;1;1;1;1;1;2;1;1;2
872;1;1;1;1;1;1;2;1;2
873;1;1;1;1;1;1;1;2;3
874;1;1;1;1;1;1;0;3;3
875;1;1;1;1;1;1;1;2;2
876;1;1;1;1;1;1;1;1;0
877;1;1;1;2;1;1;1;1;NA
878;1;1;1;1;1;0;1;1;NA
879;1;1;1;1;0;1;0;1;0
880;1;1;1;1;NA;0;NA;1;NA
881;1;2;1;1;NA;2;NA;1;NA
882;1;1;1;1;2;1;3;1;1
883;1;1;1;2;2;2;1;1;0
884;1;1;1;1;1;0;1;1;1
885;1;2;1;1;1;1;1;1;1
886;1;1;1;1;1;1;2;1;1
887;1;1;1;1;1;1;1;1;2
888;1;1;1;1;1;1;2;2;2
889;1;1;1;1;1;1;2;0;0
890;1;1;1;1;1;1;1;2;3
891;1;1;1;1;1;1;0;1;1
892;1;1;1;1;1;0;NA;1;1
893;1;1;1;1;1;1;1;1;2
894;1;1;1;1;1;1;1;1;2
895;1;1;1;1;1;1;1;1;2
896;1;1;1;1;1;0;0;0;0
897;1;1;1;1;1;1;2;3;3
898;1;1;1;1;1;1;2;3;4
899;1;1;1;1;1;0;NA;NA;NA
900;1;1;1;1;1;1;2;2;2
901;1;1;1;1;1;1;1;0;0
902;1;1;1;1;1;1;1;2;3
903;1;1;1;1;1;2;1;1;1
904;1;2;1;1;1;1;1;1;1
905;1;NA;1;1;0;0;1;1;1
906;1;1;1;1;1;1;0;1;1
907;1;1;1;1;1;1;1;2;1
908;1;1;1;1;1;1;2;1;1
909;1;1;1;1;1;2;1;1;1
910;1;1;1;1;1;1;1;2;3
911;1;1;1;1;1;1;2;1;1
912;1;1;1;1;1;1;NA;1;0
913;1;1;1;2;1;1;NA;1;1
914;1;1;1;1;1;1;2;1;1
915;1;1;1;1;1;1;0;0;1
916;1;1;1;1;1;2;1;1;1
917;1;1;1;1;1;1;2;1;1
918;1;1;1;1;1;1;0;1;1
919;1;1;1;1;1;1;NA;1;2
920;1;1;1;1;1;1;2;3;2
921;1;1;1;1;1;0;0;1;1
922;1;1;1;1;2;NA;NA;1;1
923;1;1;1;1;1;1;2;3;3
924;1;1;1;1;1;0;1;1;1
925;1;1;1;2;1;NA;3;4;4
926;1;1;1;1;1;NA;2;1;1
927;1;0;0;0;0;0;0;0;0
928;1;1;1;1;1;0;0;1;1
929;1;1;1;1;1;1;1;2;2
930;1;1;1;1;1;1;1;1;0
931;1;1;1;1;1;1;1;2;3
932;1;1;1;2;2;3;4;1;1
933;1;1;1;1;1;0;1;1;1
934;1;1;1;1;1;0;1;1;1
935;1;1;1;1;1;NA;2;1;1
936;1;1;1;1;1;NA;1;1;2
937;1;1;1;1;0;NA;0;1;NA
938;1;1;1;1;1;1;1;2;1
939;1;1;1;1;1;0;1;1;1
940;1;1;1;1;1;NA;2;0;0
941;1;1;1;1;1;0;1;1;1
942;1;1;1;1;1;NA;1;2;2
943;1;1;1;1;1;NA;0;0;1
944;1;1;1;1;1;NA;NA;NA;2
945;1;1;1;1;1;NA;NA;NA;2
946;1;1;1;1;1;0;0;1;1
947;1;1;1;1;1;1;1;2;2
948;1;1;1;1;1;0;1;1;1
949;1;1;1;1;1;NA;2;1;1
950;1;1;1;1;1;0;1;1;1
951;1;1;1;1;0;1;1;1;1
952;1;1;1;1;1;0;1;1;1
953;1;1;1;1;1;NA;1;2;2
954;1;1;1;1;0;0;0;0;0
955;1;1;1;1;1;2;1;1;1
956;1;1;1;1;1;0;1;1;1
957;1;1;1;1;1;NA;0;1;1
958;1;2;2;2;2;NA;1;1;1
959;1;1;1;1;0;1;1;1;1
960;1;1;1;1;NA;1;2;2;2
961;1;1;1;1;1;1;1;2;2
962;1;1;1;1;2;1;1;1;1
963;1;1;1;1;1;1;2;2;2
964;1;1;1;1;1;1;2;1;1
965;1;1;1;1;1;1;1;1;2
966;1;1;1;1;1;1;1;1;0
967;1;1;1;1;1;1;1;1;0
968;1;1;1;1;1;0;1;1;0
969;1;1;1;1;1;0;1;1;1
970;1;1;1;1;2;NA;1;1;1
971;1;1;1;1;1;0;1;1;1
972;1;0;1;0;1;NA;1;1;1
973;1;1;1;1;1;NA;0;1;1
974;1;1;1;1;1;2;2;3;1
975;1;1;1;1;1;1;1;1;2
976;1;1;1;1;1;0;3;0;0
977;1;1;1;1;1;1;2;1;1
978;1;1;1;1;1;1;2;1;1
979;1;1;1;1;1;2;2;1;1
980;1;1;1;1;1;0;1;1;1
981;1;1;1;1;1;NA;2;2;1
982;1;1;1;1;0;1;1;1;1
983;1;1;1;1;1;1;1;1;2
984;1;1;1;1;1;1;0;1;1
985;1;1;1;1;1;1;1;1;2
986;1;1;1;1;1;0;1;1;1
987;1;1;1;1;1;NA;2;1;1
988;1;1;1;1;1;NA;0;1;1
989;1;1;1;1;1;NA;1;0;1
990;1;1;1;1;1;2;1;1;1
991;1;1;1;2;2;NA;1;1;1
992;1;1;1;1;1;0;1;1;1
993;1;1;1;1;1;2;1;1;1
994;1;1;1;1;1;0;1;1;1
995;1;1;1;1;1;NA;2;3;3
996;1;1;1;1;1;0;1;1;1
997;1;1;1;0;0;NA;1;3;1
998;1;2;1;NA;NA;NA;1;NA;3
999;1;1;1;0;0;NA;1;1;3
1000;1;1;1;2;2;NA;3;4;5
1001;1;1;1;1;1;NA;2;1;3
1002;1;1;1;1;1;NA;0;0;1
1003;1;1;1;1;1;NA;NA;NA;2
1004;1;1;1;1;1;0;1;1;1
1005;1;1;1;1;1;2;1;1;1
1006;1;1;1;1;1;0;1;1;1
1007;1;1;1;1;1;NA;2;1;1
1008;1;1;1;1;1;NA;0;1;1
1009;1;1;1;1;2;NA;NA;1;1
1010;1;1;1;1;1;0;1;1;1
1011;1;1;1;1;2;NA;3;1;1
1012;1;1;1;1;1;0;1;1;1
1013;1;1;1;1;1;NA;2;3;3
1014;1;1;1;1;1;NA;1;0;0
1015;1;1;1;1;1;NA;2;3;3
1016;1;1;1;1;1;NA;0;1;1
1017;1;1;1;1;1;NA;NA;1;0
1018;1;0;0;0;0;0;0;0;0
1019;1;1;2;2;2;3;2;2;2
1020;1;1;1;1;1;0;1;1;1
1021;1;1;1;1;1;0;1;1;1
1022;1;1;1;1;1;1;0;1;0
1023;1;1;1;1;1;1;1;1;2
1024;1;1;1;1;1;0;1;1;NA
1025;1;1;1;1;1;1;1;2;1
1026;1;1;1;1;1;2;1;1;3
1027;1;1;1;1;1;2;1;1;2
1028;1;2;2;1;2;2;3;1;1
1029;1;1;1;1;1;0;1;2;0
1030;1;1;1;1;1;2;1;1;1
1031;1;1;1;1;1;2;1;1;1
1032;1;1;1;1;1;NA;2;2;2
1033;1;1;1;1;1;2;1;1;1
1034;1;1;1;1;1;1;0;1;1
1035;1;1;1;1;1;1;1;2;3
1036;1;1;2;3;1;0;3;NA;NA
1037;1;1;1;1;1;2;1;NA;NA
1038;1;1;1;1;1;0;3;1;0
1039;1;1;1;1;1;0;1;1;1
1040;1;1;1;1;1;1;0;3;3
1041;1;1;1;1;2;1;NA;NA;NA
1042;1;1;1;1;1;2;NA;NA;NA
1043;1;1;1;1;2;1;0;1;1
1044;1;1;1;1;NA;2;NA;1;1
1045;1;1;1;1;NA;0;NA;0;0
1046;1;1;1;1;1;1;2;1;1
1047;1;1;1;1;1;1;2;1;1
1048;1;1;2;1;1;1;1;1;1
1049;1;1;1;1;1;1;1;2;3
1050;1;1;1;1;1;1;1;1;0
1051;1;1;1;1;1;1;2;1;1
1052;1;1;1;2;1;1;1;1;1
1053;1;1;1;2;1;2;3;2;2
1054;1;1;1;1;2;1;1;1;1
1055;1;1;1;1;1;2;2;2;2
1056;1;1;1;1;1;2;1;1;1
1057;1;1;1;1;1;1;1;2;1
1058;1;1;1;1;1;1;2;1;1
1059;1;1;1;1;1;1;0;0;0
1060;1;1;1;1;1;1;0;1;1
1061;1;1;1;1;1;1;2;1;1
1062;1;1;1;2;1;1;1;3;3
1063;1;1;1;1;1;1;1;2;1
1064;1;1;1;2;2;0;1;NA;1
1065;1;1;1;1;1;0;1;NA;1
1066;1;1;1;2;1;1;1;NA;1
1067;1;1;1;1;1;2;3;4;5
1068;1;1;1;1;1;1;1;2;1
1069;1;1;1;1;1;1;2;0;0
1070;1;1;1;1;1;1;1;2;2
1071;1;1;1;2;1;1;1;NA;NA
1072;1;0;1;NA;0;1;1;NA;NA
1073;1;1;1;2;1;1;1;NA;NA
1074;1;1;1;1;1;1;1;2;1
1075;1;1;1;1;1;1;2;1;1
1076;1;1;1;1;1;1;0;1;1
1077;1;1;1;1;1;1;NA;0;1
1078;1;1;1;1;1;1;1;2;2
1079;1;1;1;0;0;0;0;NA;NA
1080;1;1;1;1;1;0;1;NA;NA
1081;1;1;1;2;2;NA;1;NA;NA
1082;1;0;0;1;0;1;1;NA;NA
1083;1;1;1;0;3;3;3;NA;NA
1084;1;1;1;1;1;1;1;1;2
1085;1;1;1;1;1;1;1;2;1
1086;1;1;1;1;1;1;2;3;3
1087;1;1;1;2;1;1;3;3;4
1088;1;1;1;1;1;1;1;2;1
1089;1;1;1;1;1;0;0;NA;1
1090;1;1;1;1;1;1;0;0;0
1091;1;1;1;1;1;1;2;1;1
1092;1;1;1;1;1;0;NA;1;1
1093;1;1;1;1;1;1;1;1;2
1094;1;1;1;1;1;1;1;1;2
1095;1;1;1;1;1;1;1;1;2
1096;1;1;1;1;1;2;1;1;1
1097;1;1;1;1;2;1;1;1;1
1098;1;1;1;1;2;1;1;1;1
1099;1;1;1;1;1;1;1;0;0
1100;1;1;1;1;1;1;1;0;1
1101;1;1;1;0;1;1;1;1;1
1102;1;1;1;1;2;1;1;1;1
1103;1;1;1;1;1;2;1;1;1
1104;1;1;1;1;1;0;1;0;0
1105;1;1;1;1;1;1;1;2;3
1106;1;1;1;1;1;2;1;NA;NA
1107;1;1;1;0;1;1;1;1;1
1108;1;1;1;NA;1;0;1;1;0
1109;1;1;1;1;2;1;1;1;1
1110;1;1;1;2;2;1;3;1;2
1111;1;1;1;1;1;1;2;3;3
1112;1;1;1;1;1;1;1;1;2
1113;1;1;1;1;1;0;1;1;1
1114;1;1;1;1;1;NA;2;1;1
1115;1;1;1;1;1;1;2;2;2
1116;1;1;1;1;1;0;1;1;1
1117;1;1;1;1;1;NA;0;1;1
1118;1;1;1;1;1;1;2;1;1
1119;1;1;1;2;1;1;1;1;1
1120;1;1;1;NA;1;1;1;1;2
1121;1;1;1;1;1;2;1;3;4
1122;1;1;1;1;1;1;2;3;4
1123;1;1;1;1;1;2;NA;NA;NA
1124;1;1;1;1;1;0;NA;NA;NA
1125;1;1;1;1;1;0;0;0;0
1126;1;1;1;1;1;1;1;2;2
1127;1;1;1;1;1;2;2;1;1
1128;1;1;1;1;1;2;1;1;1
1129;1;1;1;2;1;NA;3;2;2
1130;1;1;1;1;1;0;1;1;1
1131;1;1;1;1;1;0;1;1;1
1132;1;1;1;1;1;NA;2;3;3
1133;1;1;1;1;1;NA;2;1;1
1134;1;1;1;1;1;NA;1;2;3
1135;1;1;1;1;1;NA;0;1;1
1136;1;1;1;1;1;NA;0;0;0
1137;1;1;1;1;1;NA;2;1;2
1138;1;1;1;1;1;NA;0;1;0
1139;1;1;1;1;1;NA;1;2;1
1140;1;1;1;1;1;NA;0;1;1
1141;1;1;1;1;1;NA;1;2;2
1142;1;1;1;2;2;NA;1;1;1
1143;1;1;1;1;1;NA;0;1;0
1144;1;1;1;1;1;NA;2;1;1
1145;1;1;1;1;1;NA;1;1;2
1146;1;1;1;1;1;1;2;1;1
1147;1;1;1;1;1;0;1;1;1
1148;1;1;1;1;1;1;1;0;0
1149;1;1;1;1;2;1;1;1;1
1150;1;1;1;1;1;0;1;1;1
1151;1;1;1;1;2;1;1;1;1
1152;1;1;1;1;NA;0;1;1;1
1153;1;1;1;1;NA;1;2;2;2
1154;1;1;1;1;1;1;1;1;0
1155;1;1;1;1;1;1;1;1;2
1156;1;1;1;1;1;1;2;3;3
1157;1;1;1;1;1;0;NA;NA;NA
1158;1;1;1;1;1;2;3;4;4
1159;2;1;1;1;1;1;1;1;1
1160;1;1;1;2;3;0;1;1;0
1161;1;1;1;1;1;0;1;1;1
1162;1;1;1;1;1;1;2;3;4
1163;1;1;1;1;2;1;1;2;1
1164;1;1;1;1;1;1;1;1;0
1165;1;1;1;1;2;2;2;2;2
1166;1;1;1;1;1;1;2;1;1
1167;1;1;1;1;1;0;3;1;1
1168;1;1;1;1;1;0;1;1;1
1169;1;1;1;1;1;NA;2;1;2
1170;1;1;1;2;1;NA;1;2;1
1171;1;1;1;1;1;NA;0;1;1
1172;1;1;1;1;1;NA;NA;2;1
1173;1;1;1;2;2;NA;NA;1;1
1174;1;1;1;1;1;1;2;2;1
1175;1;1;1;1;1;2;1;1;1
1176;1;1;1;1;1;1;2;3;3
1177;1;1;1;1;1;2;1;1;1
1178;1;1;1;1;1;NA;1;0;0
1179;1;1;1;1;1;0;1;1;1
1180;1;1;1;1;1;NA;2;1;1
1181;1;1;1;1;1;1;2;1;1
1182;1;0;1;0;1;0;NA;0;0
1183;1;1;1;1;1;0;NA;1;1
1184;1;1;1;1;1;1;1;1;0
1185;1;1;1;1;1;0;1;1;NA
1186;1;1;1;1;1;0;1;1;1
1187;1;1;1;0;0;NA;1;1;0
1188;1;1;1;1;1;NA;2;1;1
1189;1;1;1;1;1;NA;0;1;1
1190;1;1;1;1;1;1;0;1;1
1191;1;1;1;1;1;2;NA;1;1
1192;1;2;2;2;2;2;NA;2;2
1193;1;1;1;1;1;0;1;1;1
1194;1;1;1;1;1;NA;2;2;2
1195;1;1;1;1;1;NA;2;1;1
1196;1;1;1;1;1;0;1;1;1
1197;1;1;1;1;1;1;2;3;2
1198;1;1;2;1;1;1;1;3;3
1199;1;1;1;1;1;0;1;1;0
1200;1;1;1;1;1;0;3;1;4
1201;1;1;1;1;1;1;1;1;2
1202;1;1;1;1;1;0;1;1;1
1203;1;1;1;1;0;1;1;1;1
1204;1;1;1;1;1;2;2;1;1
1205;1;1;1;1;1;1;2;1;1
1206;1;1;1;1;1;1;2;1;1
1207;1;1;1;1;1;0;1;1;1
1208;1;1;1;2;3;NA;1;1;1
1209;1;1;1;1;1;NA;2;1;1
1210;1;0;1;0;0;NA;NA;1;3
1211;1;1;1;1;1;2;1;1;1
1212;1;1;1;1;1;2;1;1;1
1213;1;1;1;1;2;3;2;1;1
1214;1;2;2;1;1;2;2;2;1
1215;1;1;1;1;1;0;1;0;0
1216;1;1;1;1;1;1;2;2;2
1217;1;1;1;2;1;3;NA;NA;NA
1218;1;1;1;1;2;1;1;1;1
1219;1;1;1;1;1;2;1;1;1
1220;1;1;1;1;0;1;1;1;1
1221;1;1;1;1;NA;2;1;1;1
1222;1;1;1;1;0;0;0;1;1
1223;1;2;1;1;NA;NA;NA;1;1
1224;1;1;1;1;2;3;4;5;6
1225;1;1;1;1;1;1;1;0;0
1226;1;1;1;1;2;1;1;NA;NA
1227;1;1;1;1;1;0;1;NA;NA
1228;1;1;1;1;1;0;1;1;1
1229;1;1;1;1;1;NA;2;1;1
1230;1;1;1;1;1;NA;2;1;1
1231;1;1;1;1;1;NA;2;1;1
1232;1;1;0;0;0;0;0;0;0
1233;1;2;NA;NA;NA;NA;NA;NA;NA
1234;1;1;1;1;0;1;1;1;1
1235;1;1;1;1;1;0;1;1;1
1236;1;1;1;1;1;1;0;1;1
1237;1;1;1;1;1;1;NA;0;0
1238;1;1;1;1;1;1;2;2;2
1239;1;0;0;0;0;0;0;0;0
1240;1;1;1;1;1;0;1;1;1
1241;1;1;1;0;0;NA;0;1;1
1242;1;1;1;1;1;NA;1;0;0
1243;1;0;1;1;1;NA;1;1;1
1244;1;1;1;2;2;NA;1;3;3
1245;1;1;1;2;1;1;1;1;1
1246;1;1;1;1;1;0;1;1;1
1247;1;1;1;1;1;NA;2;1;1
1248;1;1;1;1;1;0;1;1;1
1249;1;1;1;1;1;NA;1;1;2
1250;1;1;1;2;1;1;1;1;1
1251;1;1;1;1;1;0;1;1;1
1252;1;1;1;1;1;NA;1;1;2
1253;1;1;1;1;0;NA;1;1;1
1254;1;1;1;1;1;1;1;1;2
1255;1;1;1;1;1;0;1;1;1
1256;1;1;1;1;1;0;3;1;4
1257;1;1;1;1;1;NA;NA;2;NA
1258;1;1;1;1;1;2;1;1;1
1259;1;1;1;1;1;NA;1;1;0
1260;1;2;1;1;1;1;1;1;1
1261;1;1;1;1;1;1;1;1;2
1262;1;1;1;1;1;2;3;4;4
1263;1;1;1;1;1;1;1;2;2
1264;1;1;1;2;1;0;0;1;0
1265;1;2;1;2;2;0;2;2;2
1266;1;1;1;1;1;1;1;1;2
1267;1;1;1;1;1;1;2;1;1
1268;1;1;1;1;1;1;1;2;3
1269;1;1;1;1;1;1;2;1;1
1270;1;1;1;1;1;1;2;1;1
1271;1;1;1;1;1;0;1;1;1
1272;1;1;1;0;0;NA;0;1;1
1273;1;1;1;1;2;NA;1;1;1
1274;1;1;1;1;1;0;1;1;1
1275;1;1;1;1;1;NA;0;1;0
1276;1;1;2;1;1;3;0;0;0
1277;1;1;1;1;1;0;0;1;1
1278;1;1;1;1;1;0;1;1;1
1279;1;2;2;2;3;4;4;3;1
1280;1;1;1;1;1;0;1;1;1
1281;1;1;1;1;0;0;0;0;1
1282;1;1;0;0;0;0;0;0;0
1283;1;1;1;1;1;1;2;1;1
1284;1;2;1;2;2;2;1;1;1
1285;1;1;1;1;1;2;1;1;1
1286;1;1;1;1;1;NA;2;1;1
1287;1;1;1;1;1;1;0;1;1
1288;1;1;1;1;1;1;NA;1;2
1289;1;1;1;1;1;0;1;1;1
1290;1;1;1;1;1;2;1;1;1
1291;1;1;1;1;1;2;1;1;2
1292;1;1;1;1;1;0;3;1;3
1293;1;1;1;1;1;1;1;0;1
1294;1;1;1;1;1;2;1;1;1
1295;1;1;1;1;1;NA;1;2;1
1296;1;1;1;1;1;1;2;1;1
1297;1;1;1;1;1;0;1;1;1
1298;1;1;1;1;1;1;1;2;2
1299;1;2;1;1;1;1;1;NA;NA
1300;1;1;1;1;1;0;1;1;1
1301;1;1;1;1;1;NA;1;2;1
1302;1;2;1;2;2;2;1;2;2
1303;1;1;1;1;1;0;1;1;1
1304;1;1;1;1;1;NA;1;2;1
1305;1;1;1;1;1;1;0;1;1
1306;1;1;1;1;1;0;1;1;1
1307;1;1;1;1;1;0;1;1;1
1308;1;1;1;1;1;NA;1;2;1
1309;1;1;1;1;1;1;0;1;1
1310;1;1;1;2;2;1;NA;1;1
1311;1;1;1;1;1;1;NA;2;2
1312;1;1;1;1;1;1;NA;2;2
1313;1;1;1;1;1;0;NA;NA;NA
1314;1;1;2;1;1;1;1;1;1
1315;1;1;1;1;1;1;2;1;1
1316;1;2;1;1;1;1;1;1;1
1317;1;1;1;1;1;2;1;1;1
1318;1;1;1;1;1;0;1;1;1
1319;1;1;1;1;1;NA;1;2;2
1320;1;1;1;1;1;1;0;1;1
1321;1;1;1;1;1;1;1;1;2
1322;1;1;1;1;1;2;1;1;1
1323;1;1;1;1;1;2;3;1;1
1324;1;1;1;1;1;0;1;1;1
1325;1;1;1;1;1;1;0;1;1
1326;1;1;1;1;1;2;NA;3;3
1327;1;1;1;1;1;0;NA;1;1
1328;1;1;1;1;1;2;3;1;1
1329;1;1;1;1;1;0;1;1;1
1330;1;1;1;1;1;2;3;4;4
1331;1;1;1;2;2;NA;NA;NA;NA
1332;1;1;1;1;0;0;1;0;0
1333;1;1;1;1;2;1;1;1;1
1334;1;1;1;1;1;1;0;0;0
1335;1;1;1;1;1;1;1;2;2
1336;1;1;1;0;1;0;1;NA;NA
1337;1;1;1;1;1;1;2;1;1
1338;1;1;1;1;0;1;1;1;1
1339;1;1;1;1;NA;1;0;1;1
1340;1;1;1;1;1;0;0;1;1
1341;1;1;1;1;1;0;1;1;1
1342;1;1;1;1;1;0;1;1;1
1343;1;1;1;1;1;1;2;1;1
1344;1;1;1;1;1;0;1;1;1
1345;1;1;1;2;1;NA;1;1;1
