;C1;C2;C3;D;E2;F2;G1;M1;N1
1346;1;1;1;1;1;NA;1;2;1
1347;1;1;1;1;1;2;1;1;1
1348;1;1;1;1;1;1;2;1;1
1349;1;1;0;1;1;1;NA;1;1
1350;1;1;1;1;1;0;0;1;1
1351;1;1;1;1;1;0;1;1;1
1352;1;1;1;1;1;NA;0;0;0
1353;1;2;2;1;1;NA;1;1;1
1354;1;1;1;1;1;NA;1;2;1
1355;1;1;1;1;1;NA;0;0;0
1356;1;1;1;1;3;NA;2;3;3
1357;1;1;1;1;2;NA;1;1;3
1358;1;2;1;1;1;1;1;1;1
1359;1;1;1;1;1;1;1;2;3
1360;1;1;1;1;1;1;1;2;1
1361;1;1;1;1;1;0;1;0;1
1362;1;1;1;1;1;1;2;1;1
1363;1;1;1;1;1;0;1;1;1
1364;1;1;1;2;2;NA;1;2;2
1365;1;1;1;1;1;NA;2;3;3
1366;1;1;1;1;1;1;2;2;2
1367;1;1;1;1;1;1;2;3;3
1368;1;1;1;1;1;2;1;1;1
1369;1;1;1;1;1;1;2;3;3
1370;1;1;1;1;1;1;1;1;2
1371;1;2;2;1;2;1;1;1;1
1372;1;1;1;1;1;1;2;2;2
1373;1;1;1;1;1;1;2;3;4
1374;1;1;1;2;1;1;NA;NA;NA
1375;1;1;1;1;1;1;2;2;2
1376;1;1;1;1;2;1;1;1;3
1377;1;1;1;1;1;1;2;1;1
1378;1;1;1;1;1;0;1;1;1
1379;1;1;1;1;2;NA;1;1;2
1380;1;2;1;1;1;1;1;1;1
1381;1;1;1;1;1;1;2;1;1
1382;1;1;1;1;1;1;0;1;1
1383;1;1;1;1;0;1;1;1;1
1384;1;2;1;3;4;3;1;0;2
1385;1;1;1;1;1;1;2;1;1
1386;1;1;1;1;1;1;1;2;2
1387;1;1;1;1;1;1;2;3;3
1388;1;1;1;1;1;1;1;2;2
1389;1;1;1;1;1;0;1;1;1
1390;1;1;1;1;1;NA;2;3;3
1391;1;1;1;1;0;1;1;1;1
1392;1;1;1;1;NA;1;1;2;1
1393;1;1;1;1;1;1;1;2;1
1394;1;1;1;1;1;2;1;1;1
1395;1;1;1;1;1;1;1;1;2
1396;1;1;1;1;1;0;1;1;1
1397;1;1;1;1;2;2;1;1;1
1398;1;1;1;1;1;0;1;1;1
1399;1;1;1;1;2;NA;1;1;1
1400;1;1;0;0;0;0;0;0;0
1401;1;2;2;1;1;1;1;3;3
1402;1;1;1;1;1;1;1;1;2
1403;1;1;1;1;1;1;2;1;1
1404;1;2;1;1;2;1;1;1;1
1405;1;1;1;1;1;1;2;1;1
1406;1;1;1;1;1;2;1;1;1
1407;1;1;1;1;1;1;0;3;3
1408;1;1;1;1;1;0;1;1;1
1409;1;1;1;1;1;1;0;1;1
1410;1;1;1;1;1;2;1;1;1
1411;1;1;1;1;0;1;0;1;1
1412;1;1;1;1;0;1;1;1;1
1413;1;1;1;1;1;1;2;1;1
1414;1;1;1;1;1;0;1;1;1
1415;1;1;1;1;1;NA;2;1;1
1416;1;1;1;1;1;0;1;1;1
1417;1;2;1;1;2;NA;3;1;1
1418;1;1;1;1;0;1;0;1;0
1419;1;1;1;1;1;0;1;1;1
1420;1;1;1;1;1;NA;1;1;0
1421;1;1;1;1;1;NA;2;2;2
1422;1;1;1;1;1;1;1;1;2
1423;1;1;1;1;1;1;2;1;1
1424;1;1;1;1;1;2;NA;1;1
1425;1;1;1;1;1;0;1;1;1
1426;1;1;1;1;1;NA;1;0;1
1427;1;1;1;1;1;NA;2;3;3
1428;1;1;1;1;1;1;2;3;3
1429;1;1;1;1;1;2;NA;NA;NA
1430;1;1;1;1;1;0;NA;NA;NA
1431;1;1;1;1;1;1;2;2;3
1432;1;1;1;1;1;2;1;1;1
1433;1;1;1;1;1;0;1;1;0
1434;1;1;1;1;1;1;0;0;1
1435;1;1;1;1;1;2;1;1;1
1436;1;1;1;1;1;NA;2;1;2
1437;1;1;1;1;1;NA;1;1;2
1438;1;1;1;1;1;NA;1;2;1
1439;1;1;1;1;1;1;1;0;0
1440;1;2;1;1;1;1;1;1;1
1441;1;NA;1;1;1;0;1;1;1
1442;1;NA;1;1;1;1;2;1;1
1443;1;1;1;1;1;0;0;1;1
1444;1;1;1;1;1;0;1;1;1
1445;1;1;1;1;1;1;1;1;0
1446;1;1;1;1;1;1;2;1;1
1447;1;1;1;1;2;1;1;1;1
1448;1;1;1;1;1;1;2;2;1
1449;1;1;1;1;1;1;1;0;0
1450;1;1;1;1;1;1;1;2;3
1451;1;1;1;1;1;0;1;NA;NA
1452;1;1;1;1;1;0;3;3;4
1453;1;1;1;1;1;2;1;3;3
1454;1;1;1;1;1;1;1;1;2
1455;1;1;1;1;1;0;1;3;3
1456;1;1;1;1;1;1;2;3;4
1457;1;1;1;0;0;0;NA;NA;NA
1458;1;1;1;1;1;0;1;1;1
1459;1;1;1;1;1;NA;0;1;1
1460;1;1;1;1;1;NA;1;2;2
1461;1;1;1;1;1;NA;2;1;1
1462;1;1;1;1;1;1;2;2;2
1463;1;1;1;2;1;1;2;2;2
1464;1;1;1;1;1;1;2;3;4
1465;1;1;1;1;1;1;1;1;2
1466;1;1;1;1;1;1;2;2;2
1467;1;1;1;1;1;2;NA;NA;NA
1468;1;1;1;1;1;1;1;1;2
1469;1;1;1;1;1;0;1;1;1
1470;1;1;1;1;1;NA;1;2;2
1471;1;1;1;1;2;NA;3;1;1
1472;1;1;1;1;1;NA;2;1;1
1473;1;1;1;1;1;NA;2;1;3
1474;1;1;1;1;1;NA;1;1;2
1475;1;1;1;1;0;NA;1;1;NA
1476;1;1;1;1;1;0;1;1;1
1477;1;1;1;1;1;NA;2;3;3
1478;1;1;1;1;1;1;2;1;1
1479;1;1;1;1;1;1;NA;0;0
1480;1;1;1;1;1;2;3;2;2
1481;1;1;1;1;1;1;2;3;4
1482;1;1;1;1;1;0;NA;NA;NA
1483;1;1;1;1;1;0;0;1;1
1484;1;1;1;0;0;NA;NA;1;0
1485;1;1;1;2;1;NA;NA;1;1
1486;1;1;1;1;1;1;2;3;3
1487;1;1;1;1;1;2;1;1;1
1488;1;1;1;1;1;0;1;1;1
1489;1;1;1;1;1;NA;2;2;2
1490;1;1;1;1;1;1;2;3;3
1491;1;1;1;1;0;3;NA;NA;NA
1492;1;1;1;1;1;0;NA;NA;NA
1493;1;1;1;1;1;0;1;1;1
1494;1;1;1;0;1;1;1;1;1
1495;1;1;1;1;1;0;0;1;1
1496;1;1;1;1;1;2;1;1;1
1497;1;1;1;1;1;0;1;1;1
1498;1;1;1;1;1;NA;2;1;1
1499;1;1;1;1;1;NA;NA;1;0
1500;1;1;1;1;1;0;1;1;1
1501;1;1;1;0;1;1;1;1;1
1502;1;1;1;NA;1;2;1;1;1
1503;1;1;1;NA;1;1;1;2;1
1504;1;1;1;1;1;1;1;1;2
1505;1;1;1;1;1;0;1;1;1
1506;1;1;1;1;1;NA;1;2;3
1507;1;1;1;1;1;NA;2;3;3
1508;1;2;1;1;1;NA;1;2;2
1509;1;1;1;1;1;NA;1;1;2
1510;1;1;1;1;1;NA;1;1;2
1511;1;1;1;1;1;2;1;1;1
1512;1;1;1;1;1;1;2;1;1
1513;1;1;1;1;2;1;NA;0;0
1514;1;1;1;1;1;2;1;1;1
1515;1;1;1;1;1;1;1;1;2
1516;1;1;1;1;1;2;1;1;1
1517;1;1;1;1;1;1;1;2;2
1518;1;1;1;1;1;1;1;0;0
1519;1;1;1;1;1;0;1;1;1
1520;1;1;1;1;1;1;2;3;3
1521;1;1;1;1;1;0;NA;NA;NA
1522;1;1;1;2;1;1;3;4;4
1523;1;1;1;NA;2;1;NA;NA;NA
1524;1;1;1;1;1;0;1;0;0
1525;1;1;1;1;1;1;2;1;1
1526;1;1;1;1;1;0;1;1;1
1527;1;1;1;1;1;NA;0;1;0
1528;1;1;1;1;1;1;0;1;0
1529;1;1;0;1;1;1;1;1;1
1530;1;1;1;1;1;0;1;1;1
1531;1;1;1;1;1;1;1;2;2
1532;1;1;1;1;1;1;2;1;1
1533;1;1;1;1;1;0;0;1;1
1534;1;1;1;1;1;1;2;1;1
1535;1;1;1;2;2;1;1;1;1
1536;1;1;1;0;1;0;1;1;1
1537;1;1;1;1;1;1;1;0;0
1538;1;1;1;1;1;2;3;NA;NA
1539;1;1;1;1;1;1;0;1;1
1540;1;1;1;1;1;2;NA;1;1
1541;1;1;1;1;1;2;NA;0;0
1542;1;1;1;1;2;NA;NA;NA;NA
1543;1;1;1;1;1;1;1;2;3
1544;1;1;1;1;1;0;1;NA;NA
1545;1;1;1;1;1;2;1;1;1
1546;1;1;1;1;1;0;0;0;0
1547;1;1;1;1;1;0;1;0;0
1548;1;1;1;1;1;0;1;1;1
1549;1;1;1;1;1;1;0;0;0
1550;1;1;1;1;1;1;2;1;1
1551;1;1;1;1;1;1;2;1;1
1552;1;1;1;1;1;1;2;1;1
1553;1;1;0;1;1;1;NA;1;1
1554;1;1;1;1;1;2;1;3;3
1555;1;1;1;1;1;1;2;1;1
1556;1;1;1;1;1;0;1;1;1
1557;1;1;1;1;1;NA;1;2;3
1558;1;1;1;1;1;1;1;2;1
1559;1;1;1;1;1;1;2;1;1
1560;1;1;1;1;1;1;2;1;1
1561;1;1;1;1;0;1;1;1;0
1562;1;1;1;1;1;1;2;1;1
1563;1;1;1;1;1;2;1;1;1
1564;1;1;1;2;3;NA;3;1;4
1565;1;1;1;1;1;NA;0;1;1
1566;1;1;1;1;2;1;1;1;1
1567;1;1;1;0;1;1;1;1;1
1568;1;1;1;2;1;1;1;1;1
1569;1;1;1;1;1;0;1;1;1
1570;1;1;1;2;1;NA;1;1;1
1571;1;1;1;1;1;1;1;2;2
1572;1;1;1;1;1;1;1;1;2
1573;1;1;1;1;1;1;2;2;2
1574;1;1;1;1;1;1;2;1;1
1575;1;1;1;1;1;1;2;3;3
1576;1;1;1;1;1;1;2;1;1
1577;1;2;1;1;1;1;2;1;1
1578;1;1;1;1;1;1;0;1;1
1579;1;1;1;1;1;0;1;0;1
1580;1;1;1;1;1;1;1;1;2
1581;1;1;1;1;1;1;1;1;2
1582;1;1;1;1;1;1;0;1;1
1583;1;1;1;1;1;0;0;0;0
1584;1;1;1;1;1;2;3;3;4
1585;1;1;1;1;1;1;1;2;1
1586;1;1;1;1;1;1;1;2;0
1587;1;1;1;1;1;1;1;1;2
1588;1;1;0;0;0;0;0;0;0
1589;1;1;1;0;0;0;1;1;1
1590;1;1;1;1;1;1;2;1;1
1591;1;1;1;1;1;1;1;1;2
1592;1;1;1;1;1;1;1;2;2
1593;1;1;1;1;1;1;0;1;1
1594;1;1;1;1;1;1;2;3;3
1595;1;1;1;1;1;1;2;2;2
1596;1;1;1;1;1;1;2;1;1
1597;1;1;1;1;0;1;1;0;0
1598;1;1;1;1;1;1;1;0;0
1599;1;1;1;1;1;2;1;2;1
1600;1;1;1;1;1;0;1;1;1
1601;1;1;1;1;1;NA;2;3;3
1602;1;1;1;1;1;1;1;1;2
1603;1;1;1;1;1;1;2;1;2
1604;1;1;1;1;1;0;1;1;1
1605;1;1;1;1;1;0;1;1;1
1606;1;1;1;1;1;0;1;1;1
1607;1;1;1;1;1;NA;2;3;3
1608;1;1;1;1;1;2;3;4;3
1609;1;1;1;1;1;1;2;1;1
1610;1;1;1;1;1;1;0;1;1
1611;1;1;1;1;1;1;NA;0;0
1612;1;1;1;1;1;1;2;0;0
1613;1;1;1;1;1;0;0;1;1
1614;1;1;1;1;1;0;0;3;3
1615;1;1;1;1;1;1;2;2;2
1616;1;1;1;1;0;0;1;1;0
1617;1;1;1;1;1;2;1;1;1
1618;1;1;1;1;1;1;2;1;1
1619;1;1;1;1;1;1;1;1;2
1620;1;1;1;1;1;0;1;1;1
1621;1;1;1;1;1;NA;1;2;1
1622;1;1;1;1;1;NA;2;1;1
1623;1;1;1;1;1;NA;NA;0;1
1624;1;1;1;1;1;2;3;1;1
1625;1;1;1;1;1;NA;NA;1;0
1626;1;1;1;1;0;0;NA;1;NA
1627;1;1;1;2;2;NA;NA;1;NA
1628;1;1;1;1;1;1;1;1;2
1629;1;1;1;1;1;0;1;1;1
1630;1;1;1;1;1;2;1;1;1
1631;1;1;1;1;1;NA;1;2;2
1632;1;1;1;1;1;NA;0;1;1
1633;1;1;1;1;1;1;2;2;2
1634;1;1;1;1;1;1;1;0;0
1635;1;1;1;1;1;0;1;1;1
1636;1;1;1;1;1;1;1;2;2
1637;1;1;1;1;1;0;1;1;1
1638;1;1;1;1;1;0;0;1;1
1639;1;1;1;1;1;1;2;3;3
1640;1;1;1;1;1;0;3;1;1
1641;1;1;1;1;1;0;3;3;1
1642;1;1;1;1;1;1;2;1;1
1643;1;1;1;1;1;0;0;0;0
1644;1;1;1;1;1;1;0;1;1
1645;1;1;1;1;1;2;1;1;1
1646;1;1;1;1;1;1;1;2;3
1647;1;1;1;1;1;2;1;1;1
1648;1;1;1;1;1;0;1;1;1
1649;1;1;1;1;1;NA;0;1;1
1650;1;1;1;2;2;NA;2;3;3
1651;1;1;1;1;1;NA;2;1;1
1652;1;0;1;0;0;NA;3;1;1
1653;1;1;1;1;1;NA;2;1;1
1654;1;1;1;1;1;NA;1;0;1
1655;1;1;1;1;1;2;1;1;1
1656;1;1;1;1;1;NA;2;1;3
1657;1;1;1;1;1;NA;0;0;0
1658;1;1;1;1;1;NA;1;1;0
1659;1;1;1;1;0;NA;1;1;NA
1660;1;1;1;1;1;NA;1;0;NA
1661;1;1;1;1;0;NA;1;1;1
1662;1;1;1;1;0;NA;1;1;1
1663;1;1;0;0;0;0;0;0;0
1664;1;1;1;1;1;1;2;3;1
1665;1;1;1;1;1;0;NA;NA;1
1666;1;2;1;1;1;NA;NA;NA;1
1667;1;1;1;2;2;NA;NA;NA;1
1668;1;1;1;1;1;NA;NA;NA;2
1669;1;1;1;1;1;1;1;2;2
1670;1;1;1;1;1;1;0;NA;NA
1671;1;1;1;1;1;1;1;0;0
1672;1;1;1;1;1;1;2;1;1
1673;1;1;1;1;1;1;2;1;1
1674;1;1;1;0;1;3;1;1;1
1675;1;1;1;1;1;0;0;1;1
1676;1;1;1;1;1;1;2;1;1
1677;1;1;1;2;2;2;NA;1;1
1678;1;1;1;1;1;0;1;3;3
1679;1;1;1;1;1;0;1;1;1
1680;1;1;1;1;1;NA;0;1;1
1681;1;1;1;1;1;0;1;1;1
1682;1;1;1;1;1;2;1;1;1
1683;1;1;1;1;0;1;1;1;1
1684;1;1;1;1;1;2;1;1;1
1685;1;1;1;1;1;0;0;0;0
1686;1;1;1;1;1;2;0;1;4
1687;1;1;1;1;1;1;2;1;1
1688;1;1;1;2;2;2;2;1;2
1689;1;1;1;1;1;1;2;1;1
1690;1;1;1;1;1;0;1;1;1
1691;1;1;1;1;1;NA;1;1;2
1692;1;1;1;1;1;NA;0;1;1
1693;1;1;1;1;1;1;2;2;2
1694;1;1;1;1;1;1;2;1;1
1695;1;1;1;1;1;0;1;1;1
1696;1;1;1;1;1;2;1;1;1
1697;1;2;2;2;2;2;2;1;1
1698;1;1;1;1;1;2;2;1;1
1699;1;1;1;1;1;NA;NA;1;0
1700;1;1;1;1;1;1;2;1;1
1701;1;1;1;2;1;3;1;1;1
1702;1;1;1;1;1;1;2;2;2
1703;1;1;1;1;1;0;1;1;1
1704;1;1;1;1;1;NA;2;2;3
1705;1;1;1;1;2;NA;NA;NA;NA
1706;1;1;1;1;1;2;1;1;1
1707;1;1;1;1;1;NA;2;3;3
1708;1;1;1;1;1;NA;2;1;1
1709;1;1;1;1;1;0;1;1;1
1710;1;1;1;2;2;NA;2;2;2
1711;1;0;1;1;1;NA;1;1;1
1712;1;1;1;1;1;1;0;1;1
1713;1;1;1;1;1;2;1;1;1
1714;1;1;1;1;1;0;1;1;1
1715;1;1;1;1;1;2;1;1;1
1716;1;1;2;1;1;1;1;1;1
1717;1;1;1;1;1;0;1;3;3
1718;1;1;1;1;1;1;2;1;1
1719;1;1;1;1;1;1;0;1;1
1720;1;1;1;1;2;1;NA;1;1
1721;1;1;1;1;1;1;0;3;3
1722;1;1;1;1;1;1;2;2;2
1723;1;1;1;1;1;1;2;2;2
1724;1;1;1;1;1;0;1;1;1
1725;1;1;1;1;1;1;2;1;1
1726;1;1;1;1;1;0;1;1;1
1727;1;1;1;1;1;NA;1;1;0
1728;1;1;1;1;1;NA;1;0;0
1729;1;1;1;1;1;NA;2;1;1
1730;1;1;2;1;1;1;1;1;1
1731;1;1;1;1;1;1;0;1;1
1732;1;1;1;1;1;1;NA;0;0
1733;1;1;1;2;1;1;1;1;1
1734;1;1;1;NA;2;2;1;1;1
1735;1;1;1;1;1;0;1;1;1
1736;1;1;1;1;1;NA;2;1;1
1737;1;1;1;1;1;2;1;1;1
1738;1;1;1;1;1;1;1;1;2
1739;1;1;1;1;1;2;1;1;1
1740;1;1;1;1;1;1;2;2;3
1741;1;1;1;1;1;1;2;2;2
1742;1;1;1;1;1;0;1;1;1
1743;1;1;1;1;1;NA;2;0;0
1744;1;1;1;1;1;1;1;2;2
1745;1;1;1;1;1;1;1;1;0
1746;1;2;1;2;2;1;1;1;1
1747;1;1;1;1;1;1;0;1;1
1748;1;1;1;1;1;0;1;1;1
1749;1;1;1;1;1;1;2;1;1
1750;1;1;1;1;2;1;NA;1;1
1751;1;1;1;1;1;1;2;1;1
1752;1;1;1;1;1;1;2;2;2
1753;1;1;1;1;1;2;1;1;1
1754;1;1;1;1;1;0;1;1;1
1755;1;1;1;1;1;NA;2;2;2
1756;1;1;1;1;1;1;2;3;3
1757;1;1;1;1;1;1;2;3;3
1758;1;1;2;1;1;3;1;1;1
1759;1;1;1;1;1;1;2;1;1
1760;1;1;1;1;1;0;NA;1;1
1761;1;1;1;1;1;NA;NA;2;3
1762;1;1;1;1;2;NA;NA;1;1
1763;1;1;1;1;1;1;NA;2;2
1764;1;1;1;1;0;0;1;1;1
1765;1;1;1;1;1;1;2;2;2
1766;1;1;1;1;1;0;1;1;1
1767;1;1;1;1;1;0;1;1;1
1768;1;1;1;1;1;NA;2;1;1
1769;1;1;1;1;1;NA;2;3;3
1770;1;1;0;0;0;0;0;0;0
1771;1;1;1;1;1;1;1;2;2
1772;1;1;1;1;1;1;1;2;1
1773;1;1;1;1;1;0;1;NA;1
1774;1;1;1;1;2;1;1;NA;1
1775;1;1;1;1;1;1;1;2;2
1776;0;1;0;1;1;1;3;0;0
1777;1;0;1;0;0;0;0;0;0
1778;1;1;1;1;1;1;0;1;1
1779;1;1;1;1;1;0;1;1;1
1780;1;1;1;1;1;1;0;0;0
1781;1;1;1;1;1;1;1;2;2
1782;1;1;1;1;1;1;2;1;1
1783;1;1;1;1;1;0;NA;1;1
1784;1;1;1;1;1;1;2;1;1
1785;1;1;1;1;1;0;NA;1;1
1786;1;1;1;1;1;0;1;1;1
1787;1;1;1;1;1;1;1;0;1
1788;1;1;1;1;1;1;1;2;2
1789;1;1;1;1;1;1;2;1;1
1790;1;1;2;3;1;1;4;2;4
1791;1;1;1;1;0;1;1;1;1
1792;1;1;1;1;NA;1;2;3;4
1793;1;1;1;1;2;1;3;1;1
1794;1;1;1;1;1;1;2;2;2
1795;1;1;1;1;1;1;1;1;2
1796;1;1;1;1;1;2;2;1;1
1797;1;1;1;1;1;2;1;1;1
1798;1;1;1;1;1;0;1;1;1
1799;1;1;1;1;1;NA;1;1;2
1800;1;2;1;2;2;2;1;1;2
1801;1;1;0;1;1;1;0;0;0
1802;1;1;1;1;1;1;2;1;1
1803;1;1;1;1;1;1;2;1;1
1804;1;1;1;1;1;0;1;1;1
1805;1;1;1;1;1;0;1;1;1
1806;1;1;1;1;1;1;2;1;1
1807;1;0;1;1;1;1;1;0;1
1808;1;1;1;1;1;1;1;2;2
1809;1;1;2;2;2;2;2;1;1
1810;1;1;1;1;1;0;1;1;1
1811;1;1;1;1;1;2;3;3;3
1812;1;1;1;1;0;0;0;0;0
1813;1;1;1;1;1;0;1;1;1
1814;1;1;1;1;1;NA;1;2;1
1815;1;1;0;0;0;0;0;0;0
1816;1;1;1;1;1;1;1;2;1
1817;1;1;1;1;0;0;1;1;1
1818;1;1;1;1;1;0;1;1;1
1819;1;1;1;1;1;2;1;1;1
1820;1;1;1;1;1;0;1;1;1
1821;1;1;1;1;1;2;1;1;1
1822;1;1;1;1;1;0;1;1;0
1823;1;1;1;1;1;1;0;0;0
1824;1;1;1;1;1;1;2;2;2
1825;1;1;1;1;1;1;2;3;2
1826;1;1;1;1;0;1;0;0;0
1827;1;1;1;1;1;1;2;1;1
1828;1;1;1;1;1;1;2;1;1
1829;1;1;1;0;0;1;0;0;1
1830;1;1;1;1;1;1;1;2;1
1831;1;1;1;1;1;1;0;1;1
1832;1;1;1;1;1;1;2;1;1
1833;1;1;1;1;1;1;2;1;1
1834;1;1;1;1;1;1;2;1;1
1835;1;1;1;1;1;1;2;2;3
1836;1;1;1;1;1;0;NA;NA;NA
1837;1;1;1;1;1;0;1;1;1
1838;1;1;2;1;1;1;1;1;1
1839;1;1;1;1;1;1;1;1;2
1840;1;1;1;1;1;1;2;1;1
1841;1;1;1;1;1;1;1;2;1
1842;1;1;1;1;1;1;1;2;1
1843;1;1;1;1;1;1;2;2;2
1844;1;1;1;1;0;1;0;1;1
1845;1;1;1;1;1;1;2;1;1
1846;1;1;1;1;1;0;NA;1;1
1847;1;1;1;1;1;1;2;1;1
1848;1;1;1;1;1;1;1;1;2
1849;1;1;1;1;1;0;1;1;1
1850;1;1;1;1;1;NA;2;1;1
1851;1;1;1;1;1;NA;1;1;2
1852;1;1;1;1;1;NA;0;1;1
1853;1;1;1;1;1;NA;1;1;2
1854;1;1;1;1;1;0;1;1;1
1855;1;1;1;1;1;1;2;1;1
1856;1;1;1;1;2;1;NA;1;1
1857;1;1;1;1;1;1;1;1;2
1858;1;1;1;1;1;0;1;1;1
1859;1;1;1;1;1;NA;1;2;2
1860;1;1;1;2;2;NA;1;NA;NA
1861;1;1;1;1;1;0;1;1;1
1862;1;1;1;1;1;NA;1;2;2
1863;1;1;1;1;1;NA;1;2;1
1864;1;1;1;1;1;2;1;1;1
1865;1;1;1;1;1;2;1;1;1
1866;1;1;1;1;0;1;1;1;1
1867;1;1;1;1;1;0;1;1;1
1868;1;1;1;1;1;1;0;0;0
1869;1;1;1;1;1;1;2;1;1
1870;1;1;1;1;1;0;3;1;1
1871;1;1;1;1;1;0;1;1;1
1872;1;1;1;1;2;NA;1;1;1
1873;1;1;0;0;0;0;0;0;0
1874;1;1;1;1;0;0;0;0;0
1875;1;1;1;1;1;1;0;1;1
1876;1;1;1;2;2;2;1;1;1
1877;1;2;1;3;1;1;3;4;4
1878;1;1;1;2;2;2;3;3;3
1879;1;1;1;1;2;1;1;1;1
1880;1;1;1;1;1;1;1;1;0
1881;1;1;1;1;1;0;0;0;0
1882;1;1;1;1;1;1;2;1;3
1883;1;1;1;1;1;0;1;1;1
1884;1;1;1;1;2;3;3;1;1
1885;1;1;1;1;2;1;3;1;1
1886;1;1;1;2;1;1;2;2;2
1887;1;1;1;2;2;2;3;1;1
1888;1;1;1;1;1;0;1;1;1
1889;1;1;1;1;1;0;0;0;0
1890;1;1;1;1;1;1;0;0;0
1891;1;1;1;1;1;1;2;2;2
1892;1;1;1;1;1;0;1;1;1
1893;1;1;1;1;1;NA;2;1;1
1894;1;1;1;1;1;NA;1;1;2
1895;1;1;1;1;0;1;1;1;1
1896;1;1;1;1;1;1;1;1;0
1897;1;1;1;1;0;1;1;1;0
1898;1;1;1;1;2;1;1;1;3
1899;1;1;1;1;0;0;0;0;0
1900;1;1;1;1;1;1;2;2;2
1901;1;1;1;1;1;1;2;1;2
1902;1;1;1;1;1;0;0;1;0
1903;1;1;1;2;2;1;1;2;1
1904;1;1;1;1;1;0;3;4;4
1905;1;1;1;1;1;2;3;1;1
1906;1;1;1;1;1;1;2;1;1
1907;1;1;1;1;1;0;1;1;1
1908;1;1;1;1;1;1;2;0;0
1909;1;1;1;1;1;0;NA;NA;NA
1910;1;1;1;1;1;1;0;0;0
1911;1;1;1;1;1;0;3;4;4
1912;1;1;1;2;2;0;1;1;1
1913;1;1;1;1;1;1;2;1;1
1914;1;1;1;1;1;2;1;1;1
1915;1;1;1;1;1;2;2;2;1
1916;1;1;1;1;1;0;1;1;1
1917;1;1;1;1;1;0;1;1;1
1918;1;1;1;1;1;2;3;1;1
1919;1;1;1;1;1;2;1;1;1
1920;1;1;1;1;1;1;2;1;1
1921;1;1;1;1;1;1;2;2;2
1922;2;2;1;1;1;1;1;0;1
1923;1;1;1;1;1;0;1;1;1
1924;1;1;1;1;1;1;1;0;1
1925;1;1;1;2;3;4;5;NA;5
1926;1;1;1;1;1;1;2;1;1
1927;1;1;1;1;1;1;1;2;2
1928;1;1;1;1;1;2;1;1;1
1929;1;1;1;1;1;0;1;1;1
1930;1;1;1;1;2;NA;1;1;1
1931;1;1;1;1;1;1;2;1;1
1932;1;1;1;1;1;0;NA;1;1
1933;1;1;1;1;1;1;0;0;0
1934;1;1;1;1;1;1;1;2;3
1935;1;1;0;0;0;0;0;0;0
1936;1;1;1;1;1;1;1;0;1
1937;1;1;1;1;1;1;2;2;2
1938;1;1;1;2;1;1;1;1;1
1939;1;1;1;1;1;1;1;1;0
1940;1;1;1;1;1;1;2;1;1
1941;1;1;1;1;0;1;3;4;5
1942;1;1;1;1;1;1;2;1;1
1943;1;1;1;1;1;1;1;1;0
1944;1;1;1;1;1;1;2;2;2
1945;1;1;1;1;1;1;0;0;1
1946;1;1;1;1;1;1;1;2;1
1947;1;1;1;1;1;1;1;1;0
1948;1;1;1;1;1;0;1;1;1
1949;1;1;1;1;1;NA;2;3;1
1950;1;1;1;1;1;0;1;1;1
1951;1;1;1;1;1;1;2;2;2
1952;1;1;1;1;1;1;0;0;0
1953;1;1;1;1;1;1;0;1;1
1954;1;1;1;2;2;2;2;2;3
1955;1;1;1;2;2;3;1;2;2
1956;1;1;1;1;1;1;1;2;2
1957;1;1;1;1;1;0;1;1;1
1958;1;1;1;2;2;NA;1;1;1
1959;1;1;1;1;1;NA;2;2;2
1960;1;1;1;1;1;1;2;1;1
1961;1;1;1;1;1;0;1;1;1
1962;1;1;1;1;1;2;1;1;1
1963;1;1;1;1;1;0;1;1;1
1964;1;1;0;0;0;0;0;0;0
1965;2;1;NA;NA;NA;NA;NA;NA;NA
1966;1;1;1;1;1;1;1;2;2
1967;1;1;1;1;1;0;1;1;1
1968;1;1;1;1;1;0;0;0;0
1969;1;1;1;1;1;1;2;1;1
1970;1;1;1;1;1;1;1;1;2
1971;1;1;1;1;1;0;1;1;1
1972;1;1;1;1;1;1;2;2;2
1973;1;1;1;1;1;1;1;2;2
1974;1;1;1;1;1;1;2;1;1
1975;1;1;1;1;1;0;1;1;1
1976;1;1;1;1;1;1;2;3;2
1977;1;1;1;2;2;2;2;1;3
1978;1;1;1;1;1;0;1;1;1
1979;1;1;1;1;1;NA;2;2;2
1980;1;1;1;1;1;NA;1;0;0
1981;1;1;1;1;1;NA;2;3;4
1982;1;1;1;1;1;1;0;1;0
1983;1;1;1;1;1;1;2;1;1
1984;1;1;1;2;2;1;1;1;1
1985;1;1;1;1;1;1;1;1;0
1986;1;1;1;1;2;2;3;3;3
1987;1;1;1;0;1;1;1;1;1
1988;1;1;1;NA;1;1;2;1;1
1989;1;1;1;NA;1;1;NA;1;0
1990;1;1;1;NA;2;1;NA;1;1
1991;1;1;1;1;1;1;2;1;1
1992;1;1;1;1;1;2;1;1;1
1993;1;1;1;1;1;0;1;1;1
1994;1;1;1;1;1;NA;2;1;1
1995;1;1;1;1;1;NA;2;1;1
1996;1;1;1;1;2;NA;NA;1;1
1997;1;1;1;1;1;NA;NA;0;0
1998;1;1;1;1;1;2;1;2;1
1999;1;1;1;1;1;NA;2;NA;1
