;C1;C2;C3;D;E2;F2
983;1;1;1;1;1;0
984;1;1;1;1;1;0
985;1;1;1;1;1;2
986;1;1;1;1;1;2
987;1;1;1;1;1;0
988;1;1;1;1;1;2
989;1;1;1;1;1;0
990;1;1;1;1;0;NA
991;1;1;1;1;1;0
992;1;1;1;1;2;NA
993;1;1;1;1;1;0
994;1;1;1;1;1;0
995;1;1;1;1;1;0
996;1;1;1;1;1;0
997;1;1;1;1;1;0
998;1;1;1;1;1;0
999;1;1;1;1;1;0
1000;1;1;1;1;1;0
1001;1;2;1;3;4;4
1002;1;1;1;1;1;0
1003;1;1;1;1;1;0
1004;1;1;1;1;1;2
1005;1;1;1;1;0;1
1006;1;1;1;1;2;1
1007;1;1;1;1;1;0
1008;1;1;1;1;1;0
1009;1;1;1;1;1;0
1010;1;1;1;2;1;1
1011;1;1;1;1;1;0
1012;1;2;1;2;1;1
1013;1;1;1;0;0;1
1014;2;1;1;1;1;1
1015;1;1;0;0;0;1
1016;1;1;1;1;1;0
1017;1;1;1;1;2;1
1018;1;1;1;1;2;1
1019;1;1;1;2;2;3
1020;1;1;1;2;1;1
1021;1;1;1;1;1;2
1022;1;1;1;1;2;2
1023;1;1;1;1;2;1
1024;1;1;1;1;1;0
1025;1;0;0;0;0;0
1026;1;1;1;1;1;0
1027;1;1;1;1;1;0
1028;1;1;1;1;1;2
1029;1;1;1;1;1;0
1030;1;1;1;1;1;0
1031;1;1;2;1;1;3
1032;1;1;1;1;1;2
1033;1;1;1;1;1;0
1034;1;1;1;1;0;1
1035;1;1;1;1;1;2
1036;1;1;1;1;1;0
1037;1;1;1;1;1;0
1038;1;1;1;1;1;2
1039;1;1;1;1;1;0
1040;1;1;1;1;1;0
1041;1;1;1;1;1;0
1042;1;1;1;1;1;2
1043;1;1;1;1;1;2
1044;1;1;1;1;1;0
1045;1;1;1;1;1;2
1046;1;1;1;1;1;0
1047;1;1;1;1;1;0
1048;1;1;1;1;2;1
1049;1;1;2;1;1;3
1050;1;1;1;1;1;0
1051;1;1;1;1;1;0
1052;1;1;1;1;1;0
1053;1;1;1;1;1;2
1054;1;1;1;1;1;0
1055;1;1;1;2;1;NA
1056;1;1;1;1;1;0
1057;1;1;1;1;1;2
1058;1;2;1;1;2;1
1059;1;1;1;1;1;0
1060;1;1;1;1;1;0
1061;1;1;1;1;2;1
1062;1;1;1;1;1;0
1063;1;1;1;1;1;0
1064;1;1;1;1;1;0
1065;1;1;1;1;1;0
1066;1;1;1;1;1;0
1067;1;1;1;1;1;2
1068;1;1;1;1;1;2
1069;1;1;1;1;1;0
1070;1;1;1;1;2;NA
1071;1;1;1;1;0;1
1072;1;1;1;1;2;1
1073;1;1;1;1;0;1
1074;1;1;1;1;0;0
1075;1;1;1;1;1;2
1076;1;1;1;1;1;2
1077;1;1;1;1;2;1
1078;1;1;1;1;1;0
1079;1;1;1;1;1;2
1080;1;1;1;1;1;0
1081;1;1;1;1;1;2
1082;1;1;1;1;1;0
1083;1;1;1;1;1;0
1084;1;1;1;2;1;NA
1085;1;1;1;1;1;2
1086;1;2;1;1;1;1
1087;1;1;1;1;1;0
1088;1;1;1;0;0;NA
1089;1;1;1;1;2;1
1090;1;1;1;1;1;0
1091;1;2;1;1;1;1
1092;1;1;1;1;1;2
1093;1;1;1;1;2;1
1094;1;1;1;1;1;0
1095;1;1;1;1;1;2
1096;1;1;1;0;1;1
1097;1;1;1;1;1;2
1098;1;1;1;1;1;0
1099;1;1;1;1;1;2
1100;1;1;1;1;1;2
1101;1;1;1;1;1;0
1102;1;2;2;1;2;2
1103;1;1;1;1;1;0
1104;1;1;1;1;1;0
1105;1;1;1;1;1;0
1106;1;1;1;2;1;1
1107;1;1;1;2;1;1
1108;1;1;1;1;1;0
1109;1;1;1;1;0;1
1110;2;1;1;1;1;1
1111;1;1;1;1;1;0
1112;1;1;1;1;1;0
1113;1;2;1;1;1;1
1114;1;1;1;1;1;2
1115;1;1;1;1;1;2
1116;1;1;1;1;1;2
1117;1;1;1;1;1;0
1118;1;1;1;1;1;0
1119;1;1;1;2;1;NA
1120;1;2;1;2;2;2
1121;1;1;1;1;2;1
1122;1;1;1;1;2;1
1123;1;1;1;2;1;1
1124;1;1;1;2;1;1
1125;1;1;1;2;1;3
1126;1;1;1;1;1;0
1127;1;1;1;1;1;0
1128;1;1;1;1;1;0
1129;1;1;1;1;1;2
1130;1;1;1;2;2;1
1131;1;0;0;0;0;0
1132;1;1;1;1;1;0
1133;1;1;1;1;0;1
1134;1;1;1;1;1;0
1135;1;1;1;1;0;3
1136;1;2;1;1;3;3
1137;1;1;1;1;1;0
1138;1;1;1;1;1;0
1139;1;1;1;1;1;0
1140;1;1;1;1;1;0
1141;1;1;1;1;1;2
1142;1;1;1;1;1;2
1143;1;1;1;2;1;NA
1144;1;1;1;1;1;0
1145;1;1;1;1;2;NA
1146;1;2;1;1;1;1
1147;1;2;1;2;1;1
1148;1;1;1;1;2;1
1149;1;1;1;1;0;NA
1150;1;1;1;1;0;0
1151;1;1;1;1;1;0
1152;1;1;1;2;1;NA
1153;1;1;1;1;1;0
1154;1;1;1;1;2;1
1155;1;1;1;1;1;0
1156;1;1;1;1;2;1
1157;1;1;1;1;1;0
1158;1;1;1;1;2;1
1159;1;1;1;1;0;1
1160;1;1;1;1;1;2
1161;1;1;1;2;3;4
1162;1;1;1;0;1;1
1163;1;1;1;1;1;0
1164;1;1;1;1;1;0
1165;1;1;1;1;1;2
1166;1;1;1;1;2;1
1167;1;1;1;1;1;2
1168;1;1;1;1;1;0
1169;1;1;1;1;1;2
1170;1;1;1;1;1;0
1171;1;1;1;1;1;2
1172;1;1;1;1;1;0
1173;1;1;1;2;1;1
1174;1;1;1;1;1;2
1175;1;1;1;1;1;0
1176;1;1;1;1;1;2
1177;1;1;1;1;1;2
1178;1;1;1;1;1;0
1179;1;1;1;1;1;0
1180;1;1;2;1;1;1
1181;1;1;1;1;1;2
1182;1;1;1;1;1;0
1183;1;1;1;1;1;0
1184;1;1;1;1;2;1
1185;1;1;1;1;1;0
1186;1;1;1;1;1;0
1187;1;2;2;2;2;2
1188;1;1;1;1;1;2
1189;1;1;1;1;1;0
1190;1;1;1;1;0;1
1191;1;1;1;1;1;0
1192;1;1;1;0;0;0
1193;1;1;1;1;1;2
1194;1;1;1;1;1;0
1195;1;1;1;1;2;1
1196;1;1;1;2;2;2
1197;1;1;1;1;1;2
1198;1;1;1;1;1;0
1199;1;1;1;1;1;0
1200;1;1;1;0;0;NA
1201;1;1;1;1;1;0
1202;1;1;1;1;2;NA
1203;1;1;1;1;0;NA
1204;1;1;1;1;0;NA
1205;2;2;1;2;2;NA
1206;1;1;1;1;2;NA
1207;1;1;1;1;0;NA
1208;1;1;1;1;2;NA
1209;1;1;1;1;2;NA
1210;1;1;1;2;2;NA
1211;1;1;1;1;1;0
1212;1;1;1;1;1;0
1213;1;1;1;2;2;NA
1214;1;1;1;2;1;1
1215;1;1;1;1;1;0
1216;1;1;1;2;2;NA
1217;1;1;1;0;1;NA
1218;1;1;1;0;0;NA
1219;1;2;1;3;3;NA
1220;1;0;1;0;1;NA
1221;1;1;1;1;1;0
1222;1;1;1;1;1;0
1223;1;1;1;1;2;NA
1224;1;1;1;1;2;NA
1225;1;1;1;1;1;2
1226;1;1;1;1;1;2
1227;1;1;1;1;1;2
1228;1;0;1;0;0;1
1229;1;1;1;1;1;0
1230;1;1;1;1;1;2
1231;1;1;1;1;2;1
1232;1;1;1;1;1;2
1233;1;1;1;1;1;0
1234;1;1;1;2;2;NA
1235;1;1;1;1;0;NA
1236;1;1;1;1;2;NA
1237;1;1;1;0;NA;NA
1238;1;1;1;1;2;2
1239;1;1;1;1;1;0
1240;1;1;1;1;1;2
1241;1;1;1;1;1;2
1242;1;1;1;1;1;2
1243;1;1;1;1;1;0
1244;1;1;1;1;1;0
1245;1;1;1;1;1;2
1246;1;1;1;1;1;0
1247;1;1;1;1;1;0
1248;1;1;1;1;1;0
1249;1;1;1;1;1;0
1250;1;1;1;1;0;1
1251;1;1;1;1;1;0
1252;1;1;1;1;1;2
1253;1;1;1;1;1;2
1254;1;1;1;1;1;0
1255;1;1;1;1;1;0
1256;1;1;1;1;1;0
1257;1;1;1;1;1;0
1258;1;1;1;1;1;2
1259;1;1;1;1;1;0
1260;1;1;1;2;2;2
1261;1;1;1;2;1;1
1262;1;1;1;0;1;0
1263;1;1;1;1;1;0
1264;1;1;1;1;1;0
1265;1;1;1;1;1;2
1266;1;1;1;1;1;0
1267;1;1;1;1;1;2
1268;1;1;1;1;1;0
1269;1;2;2;2;1;NA
1270;1;1;1;1;0;NA
1271;1;1;1;1;1;2
1272;1;1;1;1;1;0
1273;1;1;1;1;2;NA
1274;1;1;1;1;1;0
1275;1;1;1;1;1;0
1276;1;1;1;1;2;NA
1277;1;1;1;1;2;NA
1278;1;1;1;1;0;NA
1279;1;1;1;1;1;0
1280;1;1;1;1;2;1
1281;1;1;1;1;2;1
1282;1;1;2;1;1;1
1283;1;1;1;1;2;1
1284;1;0;1;1;1;0
1285;1;1;1;1;1;2
1286;1;1;1;1;0;1
1287;1;1;1;1;1;0
1288;1;1;1;1;2;NA
1289;1;1;1;1;1;2
1290;1;1;1;1;1;2
1291;1;1;1;1;1;0
1292;1;1;1;1;1;0
1293;1;1;1;1;1;2
1294;1;1;1;1;1;2
1295;1;1;1;1;0;0
1296;1;1;1;1;1;0
1297;1;1;1;1;1;2
1298;1;1;1;1;1;2
1299;1;2;1;1;2;NA
1300;1;1;1;1;1;2
1301;1;1;1;1;1;0
1302;1;1;1;1;1;0
1303;1;1;1;1;1;2
1304;1;1;1;1;2;1
1305;1;1;1;1;1;0
1306;1;1;1;1;1;2
1307;1;1;1;1;1;0
1308;1;1;1;1;1;0
1309;1;2;1;2;2;2
1310;1;1;1;1;1;0
1311;1;1;1;1;2;NA
1312;1;1;1;1;0;NA
1313;1;2;1;2;2;NA
1314;1;1;1;2;2;NA
1315;1;1;2;2;1;1
1316;1;1;1;1;1;2
1317;1;1;1;1;1;0
1318;1;2;1;2;2;2
1319;1;1;1;1;1;0
1320;1;1;1;1;1;0
1321;1;1;1;1;1;0
1322;1;2;1;1;1;NA
1323;1;0;1;1;1;1
1324;1;1;1;1;1;0
1325;1;1;1;1;1;0
1326;1;1;1;1;1;0
1327;1;1;1;1;1;0
1328;1;2;2;3;1;NA
1329;1;1;1;1;1;0
1330;1;1;1;0;1;1
1331;1;1;1;1;1;2
1332;1;1;1;1;1;0
1333;1;2;1;2;2;0
1334;1;1;1;1;1;0
1335;1;1;1;1;1;0
1336;1;1;1;1;1;0
1337;1;1;1;1;1;0
1338;1;1;1;2;1;NA
1339;1;1;1;1;1;2
1340;1;1;1;1;1;0
1341;1;1;1;1;1;2
1342;1;1;1;1;1;0
1343;1;1;1;1;2;NA
1344;1;1;1;0;1;1
1345;1;1;1;NA;1;0
1346;1;1;1;1;1;0
1347;1;1;1;1;2;3
1348;1;1;1;1;2;NA
1349;1;1;1;1;1;0
1350;1;1;1;1;2;2
1351;1;1;1;1;1;2
1352;1;1;1;1;1;0
1353;1;1;1;1;2;1
1354;1;1;1;1;NA;0
1355;1;1;1;2;2;2
1356;1;1;1;1;2;1
1357;1;1;1;1;1;2
1358;1;1;1;0;0;NA
1359;1;1;1;1;1;0
1360;1;1;1;0;0;NA
1361;1;1;1;2;1;2
1362;1;1;1;1;1;2
1363;1;1;1;1;1;0
1364;1;1;1;1;1;0
1365;1;1;1;1;1;0
1366;1;1;1;1;0;NA
1367;1;1;1;1;1;2
1368;1;1;1;1;1;0
1369;1;1;1;1;1;0
1370;1;1;1;1;1;2
1371;1;1;1;1;1;2
1372;1;1;1;1;1;2
1373;1;1;1;1;2;1
1374;1;1;1;1;1;2
1375;1;1;1;1;1;2
1376;1;1;1;1;1;0
1377;1;1;1;1;1;0
1378;1;1;1;1;0;NA
1379;1;1;1;2;2;NA
1380;1;1;1;2;2;NA
1381;1;1;1;2;2;NA
1382;1;1;1;1;1;2
1383;1;1;1;1;1;2
1384;1;1;1;1;1;0
1385;1;0;0;1;1;NA
1386;1;1;1;0;0;NA
1387;1;1;1;2;2;NA
1388;1;1;1;1;2;NA
1389;1;1;1;1;0;NA
1390;1;1;1;1;2;NA
1391;1;1;1;1;1;0
1392;1;1;1;1;0;0
1393;1;1;1;2;1;3
1394;1;1;1;1;1;0
1395;1;1;1;1;1;2
1396;1;1;1;2;2;NA
1397;1;1;1;1;1;0
1398;1;1;1;2;2;2
1399;1;1;1;1;2;1
1400;1;1;1;2;1;1
1401;1;1;1;1;1;0
1402;1;1;1;1;0;1
1403;1;1;1;0;1;0
1404;1;2;1;1;2;2
1405;1;1;1;1;1;0
1406;1;1;1;1;1;0
1407;1;1;1;1;1;2
1408;1;1;1;1;2;1
1409;1;1;1;1;1;0
1410;1;1;1;1;1;0
1411;1;1;1;0;1;NA
1412;1;1;1;1;1;0
1413;1;1;1;1;1;0
1414;1;1;1;1;1;0
1415;1;1;1;1;1;0
1416;1;1;1;1;2;1
1417;1;1;1;1;0;1
1418;1;1;1;1;1;0
1419;1;1;1;1;1;2
1420;1;1;1;1;2;2
1421;1;1;1;1;1;0
1422;1;1;1;1;1;0
1423;1;1;1;1;1;0
1424;1;1;1;1;1;0
1425;1;1;1;2;1;NA
1426;1;1;1;1;1;0
1427;1;1;1;1;0;3
1428;1;1;1;1;1;0
1429;1;1;1;1;1;0
1430;1;1;1;0;1;1
1431;1;1;1;1;1;0
1432;1;1;1;1;1;0
1433;1;1;1;1;0;1
1434;1;1;1;1;2;1
1435;1;1;1;1;1;2
1436;1;1;1;1;1;0
1437;1;1;1;1;1;0
1438;1;1;1;1;1;0
1439;1;1;1;1;1;2
1440;1;1;1;1;1;0
1441;1;2;3;2;2;NA
1442;1;1;1;1;1;0
1443;1;1;2;1;1;NA
1444;1;1;1;1;2;1
1445;1;1;1;2;3;1
1446;1;1;1;1;2;1
1447;1;1;1;1;2;2
1448;1;1;1;1;2;2
1449;1;1;1;1;1;2
1450;1;1;1;1;1;0
1451;1;1;1;1;2;1
1452;1;1;1;1;1;2
1453;1;1;1;1;1;0
1454;1;1;1;1;1;2
1455;1;1;1;1;1;2
1456;1;2;2;2;2;2
1457;1;1;1;1;1;2
1458;1;1;1;1;1;2
1459;1;1;1;1;1;0
1460;1;1;1;1;1;2
1461;1;1;1;1;1;0
1462;1;1;1;1;0;3
1463;1;1;1;1;1;2
1464;1;1;1;1;1;0
1465;1;1;1;2;2;NA
1466;1;1;1;1;1;2
1467;1;1;1;1;1;0
1468;1;1;1;1;2;1
1469;1;1;1;1;1;0
1470;1;1;1;1;1;0
1471;1;2;1;3;1;NA
1472;1;1;1;1;2;NA
1473;1;1;1;0;0;0
1474;1;1;1;0;0;0
1475;1;1;1;0;0;0
1476;1;1;1;1;1;0
1477;1;1;1;1;1;0
1478;1;1;1;1;1;0
1479;1;1;1;1;2;1
1480;1;1;1;1;1;0
1481;1;1;1;1;1;0
1482;1;1;1;1;1;2
1483;1;1;1;1;1;0
1484;1;1;1;1;1;0
1485;1;1;1;1;1;0
1486;1;1;1;1;1;2
1487;1;1;1;1;1;0
1488;1;1;2;2;2;NA
1489;1;1;1;1;0;1
1490;1;1;1;1;1;0
1491;1;2;1;3;3;NA
1492;1;1;1;1;0;NA
1493;1;1;1;1;1;0
1494;1;1;1;1;1;2
1495;1;1;1;1;1;0
1496;1;1;1;1;1;0
1497;1;1;1;1;1;2
1498;1;1;1;0;0;NA
1499;1;1;1;1;1;0
1500;1;1;1;1;1;0
1501;1;1;1;2;2;NA
1502;1;1;1;1;1;2
1503;1;1;1;1;1;0
1504;1;1;1;1;1;0
1505;1;1;1;1;1;2
1506;1;1;1;1;1;0
1507;1;1;1;1;1;0
1508;1;1;1;1;1;0
1509;1;1;1;1;2;NA
1510;1;1;1;1;1;0
1511;1;1;1;2;2;0
1512;1;1;1;1;1;0
1513;1;1;1;1;0;0
1514;1;1;1;2;2;1
1515;1;1;1;1;1;2
1516;1;1;1;1;1;0
1517;1;1;1;0;1;1
1518;1;1;1;1;1;0
1519;1;1;1;1;1;0
1520;1;2;1;1;1;1
1521;1;1;1;1;1;0
1522;1;1;1;2;1;3
1523;1;1;1;1;1;2
1524;1;1;1;1;1;0
1525;1;1;1;1;1;2
1526;1;1;1;2;2;2
1527;1;1;1;1;1;0
1528;1;1;1;1;2;1
1529;1;1;1;1;1;0
1530;1;1;1;1;1;0
1531;1;1;1;1;0;1
1532;1;1;1;1;1;0
1533;1;1;1;1;1;0
1534;1;1;1;1;1;0
1535;1;1;1;1;1;0
1536;1;1;1;1;1;0
1537;1;1;1;1;2;1
1538;1;1;1;1;1;0
1539;1;1;1;1;1;2
1540;1;1;1;1;2;1
1541;1;1;1;1;1;2
1542;1;1;1;1;1;2
1543;1;1;2;1;1;1
1544;1;1;2;1;1;1
1545;1;1;1;2;1;1
1546;1;1;1;0;0;1
1547;1;1;1;1;1;2
1548;1;1;1;1;1;0
1549;1;1;1;1;1;0
1550;1;1;1;1;2;NA
1551;1;1;1;1;1;0
1552;1;1;1;1;1;0
1553;1;1;1;1;1;0
1554;1;1;1;1;0;0
1555;1;1;1;1;1;0
1556;1;1;1;1;1;0
1557;1;1;1;1;1;0
1558;1;1;1;1;1;0
1559;1;1;1;1;1;2
1560;1;1;1;1;2;1
1561;1;1;1;0;1;3
1562;1;1;1;NA;2;NA
1563;1;0;0;NA;0;NA
1564;1;1;1;0;1;1
1565;1;1;1;1;1;0
1566;1;1;1;2;2;1
1567;1;2;2;2;2;2
1568;1;1;1;1;1;0
1569;1;1;1;1;1;0
1570;1;1;1;1;1;0
1571;1;1;1;1;1;0
1572;1;1;1;1;1;2
1573;1;1;1;1;1;0
1574;1;1;1;1;1;2
1575;1;1;1;1;1;0
1576;1;1;1;1;1;0
1577;1;0;0;0;0;NA
1578;1;1;1;1;1;2
1579;1;1;1;1;1;0
1580;1;1;1;2;2;NA
1581;1;1;1;1;1;0
1582;1;1;1;1;1;0
1583;1;1;1;1;1;0
1584;1;1;1;1;1;2
1585;1;1;1;1;1;2
1586;1;0;1;1;3;1
1587;1;1;1;1;2;1
1588;1;2;2;2;2;2
1589;1;1;1;2;2;2
1590;1;1;1;1;1;0
1591;1;1;1;1;1;2
1592;1;1;1;1;1;0
1593;1;1;1;1;2;1
1594;1;1;1;2;2;2
1595;1;1;1;0;0;0
1596;1;1;1;1;1;0
1597;1;1;1;1;1;0
1598;1;1;1;2;3;3
1599;1;1;2;1;1;1
1600;1;1;1;1;1;0
1601;1;1;1;2;2;NA
1602;1;1;1;1;1;0
1603;1;1;1;2;2;3
1604;1;1;1;1;0;1
1605;1;1;1;1;2;1
1606;1;1;1;0;NA;0
1607;1;1;1;2;2;2
1608;1;2;1;2;2;2
1609;1;1;1;1;1;0
1610;1;0;1;1;1;1
1611;1;1;1;1;1;2
1612;1;1;1;1;1;0
1613;1;1;1;1;0;0
1614;1;1;1;1;1;0
1615;1;1;1;1;0;1
1616;1;1;1;0;1;1
1617;1;1;1;1;0;1
1618;1;1;1;1;0;1
1619;1;2;1;1;NA;1
1620;1;1;1;1;1;0
1621;1;0;1;1;0;NA
1622;1;1;1;1;1;0
1623;1;1;1;1;1;0
1624;1;1;1;1;1;0
1625;1;1;1;1;1;2
1626;1;1;1;1;0;1
1627;1;1;1;2;NA;1
1628;1;1;1;1;1;0
1629;1;1;1;2;2;2
1630;1;2;2;2;2;2
1631;1;1;1;1;2;1
1632;1;1;1;1;1;0
1633;1;1;1;1;1;2
1634;1;1;1;1;1;0
1635;1;2;1;1;1;NA
1636;1;1;1;0;1;NA
1637;1;1;1;1;2;1
1638;1;1;1;1;1;2
1639;1;1;1;1;1;0
1640;1;2;1;2;2;2
1641;1;1;1;1;1;0
1642;1;1;1;1;1;0
1643;1;1;1;1;1;0
1644;1;1;1;1;1;0
1645;1;2;1;2;2;3
