
Indicatif présent
Premier groupe

comander
detrest	1



assoudre
assoust	2



parmanoir
parmest	1



prometre
promist	2


proumist	1



esteindre
esteinst	1



sordre
sorst	1



doloir
dolut	1



acroistre
acrut	3



querre
quist	4


qist	1



redire
redist	1



oindre
oinst	2



reprendre1
reprist	1



perdre
perdit	1
perdi	1



repondre
repost	2



atraire
atrest	2



lire1
list	1


lut	1



despire
despist	1



paroir
parut	1



decorir
decorut	1



trait
treit	1



removoir
remut	1



clore
clost	1



eslire
eslut	1



voir
vit	1



revoloir
revout	1



espondre
esponst	1




Première personne du pluriel en omes
formes en -omes :22	formes en -ons :82
estre1
somes	18
estions	14
fumes	7
fusmes	2
seions	1
soions	4
fussions	1



deguerpir
deguerpissomes	1
deguerpissons	1



demander
demandomes	1
demandames	3



dire
disomes	2
deïsmes	1
disions	1
dirons	2



devoir
doiomes	1
deümes	1
devions	2
devons	4



Première personne du pluriel en omavoir
avom	1
aurions	1
avions	3
avons	23
eümes	6
eüsmes	1
aions	5
Avons	1




Deuxième personne du pluriel en és
formes en -és :9	formes en -ez :259
pöoir
poés	2
peüssiez	2
poez	31
porrez	1
puissiez	5
porroiz	1



escouter
escoutés	1
escoutez	6



priier
proiés	1
proiez	2



savoir
sachiés	1
sachiez	29
saciez	16
sauroiz	1
savez	4
sacez	1
Saciez	3
seüssiez	1
Sachiez	2


saciés	1
sachiez	29
saciez	16
sauroiz	1
savez	4
sacez	1
Saciez	3
seüssiez	1
Sachiez	2



taire
taissiés	1



mentir
mentés	1



vëoir
veiés	1
veïssiez	6
veez	5
Veez	5
verroiz	2




deuxième personne du pluriel en oiz
formes en -oiz :13	formes en -ez :5
savoir
sauroiz	1



conoistre
conisteroiz	1



relaiier
releroiz	1



voloir
voudroiz	1



vëoir
verroiz	2



partir
partiroiz	1



pöoir
porroiz	1
porrez	1



avoir
auroiz	2
aurez	1



trover
troveroiz	1



faire
feroiz	1



öir
orroiz	1
orrez	1




Troisième personne du pluriel en -isent au pluriel
formes en -isent :7	formes autres :1425
metre2
misent	3
mistrent	32



issir
issisent	1
issirent	7


ississent	1
issirent	7



faire
fissent	1
firent	51



criembre
cremissent	1
cremirent	2



 Subjonctif présent en ge (Gossen $80)
prendre
prengent	2
prenez	1

prenge	2
prenez	1


