Graphie du mot Dieu $9

lemme : dieu	Nombres d'occurrences : 195
meintenue	1	
meintenissent	1	
meintint	1	
meintiegne	1	
Lemme : certainement	13	12
certeinement	11	
certeinnement	1	
certainnement	1	
Lemme : däerrain	16	11
daerrein	7	
daerreine	2	
daerrenieres	1	
daerriene	1	
daerreinieres	1	
daerraines	1	
daerreines	1	
daerrenier	1	
daerrain	1	
Lemme : romain	11	11
romeins	6	
romeinz	4	
roumeinz	1	
Lemme : ainçois	19	10
einçois	9	
ançois	8	
einçoiz	1	
ainçois	1	
Lemme : premerain	17	10
premerein	7	
premeraine	4	
premereine	3	
premerains	1	
premerainz	1	
premerain	1	
Lemme : saintëé	7	7
seinteé	4	
seintee	2	
seinteez	1	
Lemme : vain	7	7
veines	4	
veins	1	
veine	1	
vein	1	
Lemme : demain	6	6
demein	6	
Lemme : certain	6	6
certeins	3	
certein	2	
certeine	1	
Lemme : fontaine	6	6
fonteine	6	
Lemme : complaindre	9	5
compleindre	4	
complegnoit	2	
compleinstrent	1	
compleignoient	1	
complegnoient	1	
Lemme : plaindre	7	4
plaignoient	2	
pleinstrent	1	
pleint	1	
pleindre	1	
plaigne	1	
pleinsist	1	
Lemme : saintement	4	4
seintement	4	
Lemme : semaine	4	3
semeine	3	
semaine	1	
Lemme : sodain	3	2
soudeinement	2	
soudainement	1	
Lemme : grain	2	2
grein	2	
Lemme : secrestain	2	2
secretein	1	
secreteins	1	
Lemme : plainte	1	1
pleinte	1	
Lemme : cartaine	1	1
qarteines	1	
Lemme : aine	1	1
eine	1	
Lemme : laine	1	1
leine	1	
Lemme : mondain	1	1
mondeine	1	
Lemme : toraine	2	1
toraine	1	
toreine	1	
Lemme : deforain	2	1
deforeines	1	
deforains	1	
Lemme : lointain	10	1
lonteignes	3	
lontaines	2	
lonteines	1	
lontaine	1	
lointaine	1	
lontaignes	1	
lointaignes	1	
Lemme : soutain2	1	1
soutein	1	
Lemme : maine	1	1
meine	1	
Lemme : ataindre	2	1
ataignoient	1	
ateins	1	
Lemme : germain	1	1
germein	1	

pic. ius, ieus  $20,$21,$25
Mot	Nombres d'occurrences total	Nombre d'occurrences
Lemme : piu	16	12
pius	12	
piu	3	
piue	1	
Lemme : refrigerius	6	6
refrigerius	6	
Lemme : lieu	142	4
leu	95	
leus	26	
liu	13	
lius	4	
lieu	3	
lieus	1	
Lemme : arborius	4	4
arborius	4	
Lemme : ciel	57	4
ciel	45	
cieus	7	
cius	4	
ciels	1	
Lemme : voloir	311	4
voloit	97	
vout	60	
voel	22	
voloient	21	
vousist	15	
volez	9	
voelent	7	
voudroit	7	
voudrent	7	
volt	6	
voelle	5	
volons	4	
voloies	4	
voudroie	4	
viut	4	
vius	4	
veus	4	
voeil	3	
voloir	3	
voudra	3	
veut	2	
voudrions	2	
vousissent	2	
voldrai	1	
velt	1	
voil	1	
voloirs	1	
volions	1	
voellent	1	
vuelent	1	
voudrai	1	
volsist	1	
voudroiz	1	
vousisses	1	
voloie	1	
vourent	1	
veul	1	
vousistes	1	
vousis	1	
Lemme : anatolius	3	2
anatolius	1	
antiolus	1	
aurelius	1	
Lemme : mieus	17	2
mielz	13	
mius	2	
miuz	2	
Lemme : evanchius	2	2
evanchius	2	
Lemme : mercure	5	2
mercurie	3	
mercurius	2	
Lemme : eudoxius	2	2
eudoxius	2	
Lemme : mathiu	2	2
mathius	2	
Lemme : arrius	1	1
arrius	1	
Lemme : rurtius	1	1
rurtius	1	
Lemme : vil1	2	1
vius	1	
vil	1	
Lemme : lidorius	1	1
lidorius	1	
Lemme : paulin	3	1
paulins	1	
paulius	1	
paulin	1	
Lemme : euvagius	1	1
euvagius	1	
Lemme : veredemius	4	1
veredemium	2	
veredemius	1	
veredemus	1	
Lemme : flavius	2	1
flavi	1	
flavius	1	
Lemme : andrius	3	1
andriu	2	
andrius	1	
Lemme : peril	16	1
peril	15	
perius	1	
Lemme : ententif	13	1
ententis	6	
ententivement	4	
ententive	2	
ententius	1	
Lemme : archemius	1	1
archemius	1	
Lemme : lucius	1	1
lucius	1	
Lemme : cacavius	1	1
cacavius	1	
Lemme : marmorius	1	1
marmorius	1	
Lemme : eusebius	1	1
eusebius	1	
Lemme : evitius	1	1
evitius	1	
Lemme : theralius	1	1
theralius	1	
Lemme : cassius	1	1
cassius	1	
Lemme : fil2	84	1
fil	52	
fiuz	27	
filz	2	
fils	1	
fuiz	1	
fius	1	

