
Substantifs
chemin	4
vice1	4
gage	4
dos	4
larrecin	4
vers1	4
sautier2	4
escomeniier	4
citëain	4
presse	4
abitacion	4
blé	4
coverture	4
poudre	4
us	4
dote	4
proisme	4
fuie	4
forsenerie	4
virginité	4
busche	4
tabernacle	4
fantosme	4
pas	4
mençogne	4
art	4
matines	4
leçon	4
paradis	4
songe	4
vergoigne	4
notonier	4
mal	4
ebrieu	4
usage	4
cortil	4
veüe	4
proposement	4
covent1	4
fueille	4
salu	4
alëure	4
figure	4
conroi	4
liien	4
foiz	4
concile	4
larme	4
grandor	4
dïacne	4
roi3	4
fust1	4
venjance	4
enui	4
blasme	4
amonestement	4
resurrecïon	4
dit	4
respons	4
tonoire	4
marïage	4
rente	4
defendëor	4
purgatoire	4
tort2	4
langoros	4
paistre	4
angle	4
none2	4
luminaire	4
genoil	4
semaine	4
voisin	4
ovrier1	4
pleige	4
sairement	4
marchëandise	4
marbre	4
piz	4
dragon	4
celerier	4
jonece	3
mauvaistié	3
benignité	3
umanité	3
mantel	3
desmesure	3
despense	3
escu	3
robëor	3
aideor	3
parfin	3
borjois	3
eleccïon	3
maisoncele	3
comunauté	3
ofrende	3
passïon	3
biere	3
encontre2	3
devise	3
sacrefise	3
pin	3
grevance	3
meslee	3
palasin	3
point	3
blecëure	3
confrerie	3
persecucïon	3
jornee	3
chaucemente	3
iver2	3
fouc	3
oreille	3
estuide	3
clergié	3
cierge2	3
pluie	3
brebiz	3
semence	3
ost	3
pel1	3
demostrance	3
monoie	3
livre2	3
grec	3
orgueil	3
fublëure	3
corbeillon	3
odor	3
conte2	3
lïoncel	3
espaule	3
comencement	3
secretaire2	3
ventre1	3
mamele	3
cendre	3
gré2	3
atarjance	3
vache	3
espose	3
chasteté	3
ceinture	3
cler	3
paume1	3
gresil	3
departement	3
mur	3
tor2	3
foudre	3
colombe2	3
ceine	3
os2	3
aversité	3
cosin	3
abisme	3
parfondece	3
plorement	3
tenebre	3
tribulacïon	3
bas	3
tierce	3
ospital	3
proie	3
jugëor	3
regart	3
faim	3
mandement	3
mercredi	3
veve2	3
orfenin	3
resplendissor	3
sort2	3
oir	3
mire1	3
fontenele	3
sauvëor	3
paroi2	3
nacele	3
nef1	3
dïemaine	3
süaire	3
gote	3
destrece	3
fausseté	3
venicien	3
lepros	3
encloistre	3
creche	3
lombart	3
abé2	3
valee	3
ortie	3
fauçart	3
manche2	3
convers2	3
cuisine	3
pré	3
baril	3
