
Groupe scy :  ss
martire2	6	martyre	6	
marïage	3	mariage	3	
matiere	2	matere	2	
meillor	6	miudre	1	
memoire	4	memorie	1	
merveille	19	mervelle	7	
merveillos	7	merveilles	1	
mescroire	3	mescreanz	1	
mescrëant	1	mescreanz	1	
milier	1	milliers	1	
morir	78	morz	3	mort	1	
mors1	6	meurs	4	murs	1	
mort	38	morz	1	mors	1	
mostier	32	moustier	1	
odor	2	odeurs	1	
ofrende	2	offrandes	1	offrendes	1	
onor	23	oneur	13	honeur	5	ouneur	1	
oraison	12	orisons	7	oroison	1	orison	3	oroisons	1	
ore3	37	eure	12	eures	2	heures	6	heure	6	
oreille	3	orelles	1	
oreillier3	1	orelliers	1	
orfenin	2	orphenins	2	
orison	125	orissons	90	orisson	33	
orribleté	1	oribleté	1	
oscurté	1	oscurité	1	
paradis	4	paradiz	2	
parent	4	parenz	3	
parfont	7	parfons	1	
parmanable	30	parmenables	1	
paroisse	2	parroce	1	parosse	1	
part1	24	parz	9	
pastor	10	pasteur	6	
pechëor	4	pecheors	2	pechierres	2	
peril	11	perius	1	
persecucïon	3	persecutions	3	
piere	22	pierres	13	pierre	9	
plor	2	pleur	1	
plorement	3	ploremenz	2	
plusor	124	pluiseur	6	pluisor	6	pluiseurs	2	pluisors	4	
porcel	1	porceaus	1	
port2	13	pors	1	porz	2	
portraire	1	porreture	1	
povreté	1	Povretez	1	
predicacïon	9	predication	7	predications	1	predicaton	1	
prestre	78	pretres	1	
prevost	6	prevoz	4	
prevoste	4	prevost	2	prevoz	2	
priiere	39	proiere	18	proieres	21	
prison	5	prissons	1	prisson	2	
privilege	2	previlege	1	
pro	4	preudomes	1	preu	1	
procurëor	1	procureres	1	
prodome	43	preudome	8	preudom	29	prodom	1	preudomes	3	
profecie1	1	prophesie	1	
profete	8	prophete	3	prophetes	4	prophetie	1	
proprïeté	1	proprietet	1	
prëechement	1	preeschement	1	
pëor	43	poor	35	paor	1	peor	1	pueur	1	pueurs	1	periuz	1	poour	1	
pöoir	315	pooir	7	
raison	14	reson	3	resons	4	reison	2	reisons	1	raisson	2	ressons	1	
refretoir	1	refectoir	1	
refuiement	1	refuiemenz	1	
regart	2	regarz	1	
regne	18	reigne	2	
regïon	13	regions	6	region	7	
religïon	12	religion	12	
religïos	13	relegieus	1	
relique	1	reliqes	1	
remembrance	1	ramembrance	1	
remissïon	5	remission	4	remissions	1	
renom	1	renon	1	
repos	2	repoz	1	
repromissïon	1	repomissions	1	
resne2	2	regnes	2	
resplendissor	3	resplendisseur	3	
resplendor	1	resplendeur	1	
resurrecïon	4	resurrection	4	
retorique	1	rectorique	1	
richece	8	richesces	6	richesce	1	
riule	10	ruile	2	regle	1	ruigle	1	
robëor	1	robeor	1	
roche3	21	roce	1	
romain	11	roumeinz	1	
rëondece	1	reondece	1	
rëont	1	reonde	1	
röe	1	roe	1	
röine1	1	roïne	1	
rüe2	1	rue	1	
sacrefise	3	sacrefices	3	
sagremor	1	sicamor	1	
sarcou	4	sarqu	4	
sarrasin	6	Sarrazinz	2	Sarrazins	1	Sarrazin	1	
sauvëor	2	Sauveres	1	
savor	2	saveur	1	
secors	4	socors	2	soucors	1	
secrestain	2	secretein	1	secreteins	1	
seignor	536	messires	4	Sires	113	Signor	305	Signeur	4	Seigneur	1	signeur	8	sires	9	Segnor	2	signor	17	sire	7	Sire	33	signors	4	signeurs	1	monsigneur	8	Messires	1	mesires	1	Monsigneur	3	Signour	1	Monsignor	1	
seignorie	22	signorie	16	segnorie	2	
sepouture	23	sopouture	3	
serein	1	serain	1	
serf	19	serz	8	sers	3	Serz	1	
serjant	24	serjanz	15	
seror	6	suers	1	suer	2	sereur	1	
serpent	12	serpenz	11	
servise	14	service	13	services	1	
sofraite	2	sosfrete	1	soffrete	1	
sort2	1	sorz	1	
sosdïacre	1	sozdiacres	1	
surrectïon	1	surrection	1	
süor1	1	sueur	1	
teatre	1	theatre	1	
tempoire	3	tenpore	1	
tenebre	3	teniebres	3	
