fichier	lemme	score
lemma_only/LiSaintBenoit.txt	grace	0.015
lemma_only/LiSaintBenoit.txt	plusor	0.015
lemma_only/LiSaintBenoit.txt	lendemain	0.015
lemma_only/LiSaintBenoit.txt	penser	0.015
lemma_only/LiSaintBenoit.txt	montaigne	0.015
lemma_only/LiSaintBenoit.txt	abé2	0.015
lemma_only/LiSaintBenoit.txt	prodome	0.014
lemma_only/LiSaintBenoit.txt	lever	0.014
lemma_only/LiSaintBenoit.txt	noncier1	0.014
lemma_only/LiSaintBenoit.txt	amonester	0.014
lemma_only/LiSaintBenoit.txt	corbeil	0.014
lemma_only/LiSaintBenoit.txt	piere	0.014
lemma_only/LiSaintBenoit.txt	damoisele	0.014
lemma_only/LiSaintBenoit.txt	none1	0.014
lemma_only/LiSaintBenoit.txt	tonel	0.013
lemma_only/LiSaintBenoit.txt	chëoir	0.013
lemma_only/LiSaintBenoit.txt	conversacïon	0.013
lemma_only/LiSaintBenoit.txt	tierz	0.013
